DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Incoming ELA Proficiency (Based on 4th Grade),Average Incoming Math Proficiency (Based on 4th Grade),Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
31R023,P.S. 023 Richmondtown,Elementary,492,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.91,0.98,0.95,0.98,0.98,0.98,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,41976,,,0.045,0.278,0.069,0.241,0.083,0.161,0.035,0.012,0.165,0.772,3.8,0.881,0.949,0.129,0.977
31R024,I.S. 024 Myra S. Barnes,Middle,1298,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.84,0.89,0.77,0.89,0.9,0.91,Proficient,Proficient,Proficient,Proficient,Developing,Well Developed,Proficient,Proficient,Proficient,Developing,42826,3.11,3.22,0.021,0.246,0.067,0.27,0.035,0.184,0.039,0.015,0.137,0.8,7.8,0.896,0.94,0.178,0.957
31R026,P.S. 026 The Carteret School,Elementary,224,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.87,0.96,0.94,0.93,0.96,0.97,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,41967,,,0.103,0.241,0,0.275,0.018,0.219,0.098,0.022,0.326,0.54,6.2,0.667,0.949,0.103,0.981
31R027,I.S. 027 Anning S. Prall,Middle,1004,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.83,0.91,0.71,0.92,0.82,0.89,Developing,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Developing,42675,2.84,2.77,0.056,0.224,0.065,0.546,0.077,0.433,0.099,0.237,0.398,0.255,2,0.944,0.92,0.279,0.967
31R028,The Eagle Academy for Young Men of Staten Island,Middle,192,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,0.82,0.9,0.76,0.95,0.94,0.94,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,42767,2.46,2.45,0.068,0.307,0.057,0.626,0.094,0.448,0.078,0.51,0.318,0.073,3,0.55,0.929,0.272,0.98
31R029,P.S. 029 Bardwell,Elementary,673,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.89,0.98,0.95,0.96,0.98,0.99,Well Developed,Proficient,Proficient,Well Developed,Proficient,,,,,,42390,,,0.056,0.199,0.061,0.317,0.027,0.244,0.162,0.088,0.223,0.499,14.9,0.976,0.95,0.137,0.963
31R030,P.S. 030 Westerleigh,Elementary,794,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.93,0.99,0.96,0.97,0.96,0.97,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,42376,,,0.082,0.237,0.057,0.269,0.048,0.188,0.068,0.026,0.251,0.622,4.4,0.903,0.945,0.144,0.953
31R031,P.S. 031 William T. Davis,Elementary,389,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.75,0.86,0.72,0.79,0.9,0.93,Developing,Developing,Developing,Developing,Developing,Developing,Proficient,Developing,Proficient,Developing,42767,,,0.067,0.308,0.172,0.892,0.265,0.815,0.008,0.47,0.422,0.044,2.8,0.921,0.893,0.45,0.956
31R032,P.S. 032 The Gifford School,Elementary,622,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,0.84,0.84,0.78,0.86,0.94,0.85,Well Developed,Proficient,Proficient,Well Developed,Proficient,,,,,,42411,,,0.032,0.31,0.072,0.239,0.019,0.158,0.043,0.013,0.183,0.738,12.8,0.947,0.944,0.144,0.966
31R034,I.S. 034 Tottenville,Middle,1122,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.79,0.82,0.8,0.84,0.88,0.87,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,41991,3.05,3.03,0.019,0.274,0.056,0.223,0.02,0.136,0.037,0.004,0.106,0.848,5.9,0.829,0.931,0.214,0.957
31R035,P.S. 35 The Clove Valley School,Elementary,392,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.89,0.95,0.95,0.97,0.98,0.98,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,41990,,,0.033,0.202,0,0.286,0.028,0.176,0.092,0.11,0.191,0.566,10,0.864,0.947,0.117,0.961
31R036,P.S. 036 J. C. Drumgoole,Elementary,798,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.78,0.74,0.83,0.63,0.93,0.79,Proficient,Developing,Developing,Proficient,Proficient,,,,,,42514,,,0.025,0.237,0.041,0.19,0.02,0.122,0.05,0.003,0.13,0.801,11.4,0.869,0.947,0.124,0.961
31R038,P.S. 038 George Cromwell,Elementary,358,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.83,0.96,0.89,0.92,0.95,0.95,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42094,,,0.19,0.221,0.087,0.415,0.061,0.338,0.112,0.022,0.341,0.508,2,0.742,0.945,0.153,0.967
31R039,P.S. 39 Francis J. Murphy Jr.,Elementary,542,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.94,0.8,0.91,0.94,0.93,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42138,,,0.113,0.242,0.072,0.533,0.057,0.437,0.129,0.083,0.317,0.458,6.8,0.824,0.925,0.263,0.957
31R041,The Stephanie A. Vierno School,Elementary,669,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.79,0.77,0.72,0.82,0.95,0.86,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42137,,,0.135,0.209,0.036,0.415,0.031,0.326,0.1,0.021,0.288,0.565,2,0.796,0.943,0.153,0.963
31R042,P.S. 042 Eltingville,Elementary,964,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,0.85,0.91,0.9,0.86,0.96,0.92,Proficient,Developing,Proficient,Well Developed,Proficient,,,,,,42459,,,0.032,0.234,0.058,0.233,0.012,0.129,0.064,0.012,0.136,0.777,11.6,0.838,0.942,0.141,0.965
31R044,P.S. 044 Thomas C. Brown,Elementary,842,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.58,0.61,0.45,0.62,0.87,0.76,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,42795,,,0.082,0.372,0.171,0.846,0.175,0.742,0.026,0.407,0.501,0.024,8.8,0.868,0.896,0.391,0.966
31R045,P.S. 045 John Tyler,Elementary,840,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.88,0.92,0.87,0.92,0.95,0.92,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42479,,,0.058,0.218,0.067,0.578,0.106,0.456,0.058,0.174,0.486,0.244,6.8,0.803,0.934,0.212,0.972
31R046,P.S. 046 Albert V. Maniscalco,Elementary,268,Approaching Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.75,0.92,0.74,0.87,0.94,0.96,Proficient,Developing,Proficient,Proficient,Well Developed,,,,,,42075,,,0.108,0.332,0.146,0.648,0.078,0.575,0.086,0.164,0.414,0.321,11.4,0.84,0.914,0.294,0.962
31R048,P.S. 048 William G. Wilcox,K-8,957,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.84,0.95,0.79,0.96,0.93,0.94,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,41975,,,0.068,0.196,0.025,0.269,0.02,0.186,0.183,0.042,0.171,0.585,1,0.919,0.951,0.098,0.966
31R049,I.S. 49 Berta A. Dreyfus,Middle,762,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,0.65,0.61,0.65,0.68,0.79,0.77,Developing,Developing,Developing,Developing,Developing,Developing,Proficient,Proficient,Proficient,Developing,42795,2.49,2.4,0.115,0.343,0.134,0.749,0.192,0.617,0.097,0.328,0.45,0.113,2,0.708,0.908,0.331,0.959
31R050,P.S. 050 Frank Hankinson,Elementary,762,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.87,0.94,0.91,0.93,0.95,0.95,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,41976,,,0.035,0.207,0.08,0.234,0.014,0.154,0.104,0.026,0.151,0.694,4.4,0.891,0.948,0.126,0.96
31R051,I.S. 051 Edwin Markham,Middle,1287,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.83,0.9,0.74,0.95,0.86,0.92,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,42795,2.64,2.67,0.083,0.293,0.105,0.589,0.09,0.47,0.062,0.239,0.427,0.259,6.5,0.832,0.911,0.302,0.963
31R052,P.S. 052 John C. Thompson,Elementary,452,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.88,0.96,0.89,0.95,0.95,0.96,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,42019,,,0.159,0.204,0.066,0.372,0.058,0.272,0.122,0.02,0.21,0.628,7,0.897,0.939,0.19,0.959
31R053,The Barbara Esselborn School,Elementary,730,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.92,0.95,0.96,0.96,0.94,0.97,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42011,,,0.036,0.222,0.052,0.229,0.03,0.144,0.068,0.019,0.133,0.762,1.9,0.895,0.944,0.144,0.972
31R054,P.S. 054 Charles W. Leng,Elementary,709,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.85,0.91,0.86,0.87,0.95,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,42011,,,0.078,0.264,0.072,0.386,0.027,0.292,0.305,0.055,0.243,0.375,5.9,0.875,0.95,0.129,0.969
31R055,P.S. 055 Henry M. Boehm,Elementary,590,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,0.92,0.91,0.93,0.86,0.95,0.91,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,42397,,,0.017,0.219,0.025,0.185,0.014,0.131,0.034,0.007,0.095,0.854,7.8,0.891,0.941,0.127,0.961
31R056,P.S. 56 The Louis Desario School,Elementary,540,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.84,0.91,0.84,0.85,0.92,0.89,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,42644,,,0.013,0.3,0.124,0.269,0.019,0.144,0.041,0.015,0.15,0.787,10.8,0.865,0.947,0.121,0.956
31R057,P.S. 057 Hubert H. Humphrey,Elementary,647,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.8,0.83,0.71,0.83,0.9,0.87,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,42430,,,0.074,0.295,0.159,0.81,0.104,0.716,0.039,0.563,0.337,0.037,2.8,0.836,0.908,0.349,0.953
31R058,Space Shuttle Columbia School,Elementary,694,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.83,0.93,0.85,0.87,0.93,0.94,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42069,,,0.063,0.28,0.104,0.332,0.056,0.223,0.167,0.056,0.251,0.501,4.5,0.887,0.941,0.163,0.951
31R060,P.S. 060 Alice Austen,Elementary,857,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.77,0.8,0.8,0.85,0.94,0.84,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,41967,,,0.047,0.254,0.096,0.315,0.015,0.259,0.124,0.058,0.247,0.541,3.3,0.924,0.943,0.17,0.971
31R061,I.S. 061 William A Morris,Middle,1053,Meeting Target,Exceeding Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.74,0.81,0.66,0.8,0.82,0.83,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42125,2.57,2.47,0.099,0.293,0.142,0.664,0.134,0.524,0.041,0.336,0.417,0.18,5.8,0.937,0.906,0.345,0.961
31R063,Marsh Avenue School for Expeditionary Learning,Middle,449,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.84,0.77,0.88,0.9,0.87,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,,,,,,41988,3.13,3.18,0.002,0.216,0.031,0.268,0.029,0.16,0.089,0.067,0.225,0.601,3.8,0.742,0.952,0.124,0.969
31R065,P.S. 65 The Academy of Innovative Learning,Elementary,390,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.87,0.97,0.93,0.98,0.97,0.95,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,42480,,,0.038,0.246,0.146,0.476,0.069,0.285,0.023,0.203,0.449,0.262,9,0.833,0.955,0.079,0.957
31R069,P.S. 069 Daniel D. Tompkins,Elementary,942,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.86,0.82,0.82,0.83,0.93,0.84,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42139,,,0.085,0.247,0.037,0.339,0.017,0.266,0.161,0.022,0.224,0.574,9.8,0.712,0.95,0.13,0.95
31R072,I.S. 072 Rocco Laurie,Middle,1322,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.82,0.88,0.72,0.89,0.83,0.88,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,42137,2.9,2.96,0.049,0.233,0.079,0.36,0.03,0.283,0.222,0.045,0.258,0.463,18.8,0.825,0.936,0.2,0.968
31R074,P.S. 74 Future Leaders Elementary School,Elementary,310,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.79,0.89,0.7,0.95,0.95,0.92,Proficient,Proficient,Proficient,Proficient,Well Developed,,,,,,42074,,,0.258,0.345,0.19,0.77,0.223,0.613,0.077,0.252,0.603,0.058,7,0.793,0.907,0.374,0.958
31R075,I.S. 075 Frank D. Paulo,Middle,1377,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.88,0.96,0.8,0.97,0.95,0.95,Well Developed,Proficient,Well Developed,Well Developed,Proficient,,,,,,42507,3.21,3.22,0.015,0.232,0.064,0.212,0.023,0.142,0.09,0.015,0.114,0.771,4.8,0.805,0.946,0.154,0.971
31R078,P.S. 78,Elementary,838,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.69,0.82,0.58,0.86,0.91,0.9,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,42795,,,0.078,0.331,0.142,0.882,0.245,0.783,0.027,0.432,0.477,0.041,5,0.63,0.897,0.406,0.963
31R080,The Michael J. Petrides School,K-8,836,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.83,0.91,0.75,0.93,0.92,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42514,,,0.022,0.3,0.045,0.374,0.016,0.251,0.091,0.19,0.239,0.468,13.3,0.819,0.947,0.13,0.973
31R861,Staten Island School of Civic Leadership,K-8,907,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,0.84,0.84,0.75,0.81,0.93,0.85,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,42033,,,0.04,0.26,0.064,0.522,0.056,0.405,0.095,0.216,0.442,0.202,3.8,0.892,0.937,0.183,0.961
32K045,P.S./I.S. 045 Horace E. Greene,K-8,689,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.83,0.84,0.77,0.84,0.94,0.91,Proficient,Proficient,Proficient,Proficient,Well Developed,,,,,,42500,,,0.17,0.193,0.057,0.782,0.196,0.614,0.019,0.443,0.492,0.03,11.9,0.719,0.919,0.306,0.953
32K075,P.S. 075 Mayda Cortiella,Elementary,353,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.8,0.83,0.84,0.76,0.88,0.86,Proficient,Proficient,Proficient,Developing,Proficient,,,,,,42354,,,0.19,0.261,0.11,0.86,0.266,0.714,0.011,0.246,0.722,0.02,5.9,0.969,0.896,0.426,0.944
32K086,P.S. 086 The Irvington,Elementary,388,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.86,0.94,0.89,0.96,0.93,0.98,Well Developed,Proficient,Well Developed,Well Developed,Proficient,,,,,,42397,,,0.255,0.206,0.036,0.837,0.17,0.706,0.036,0.015,0.93,0.015,2.7,0.774,0.947,0.156,0.962
32K106,P.S. 106 Edward Everett Hale,Elementary,431,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.78,0.87,0.78,0.87,0.9,0.93,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42376,,,0.299,0.274,0.128,0.808,0.132,0.696,0.012,0.097,0.886,0.005,1,0.846,0.921,0.287,0.967
32K116,P.S. 116 Elizabeth L Farrell,Elementary,455,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Meeting Target,0.68,0.71,0.7,0.58,0.81,0.73,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Proficient,42736,,,0.27,0.226,0.051,0.785,0.169,0.609,0.011,0.037,0.936,0.009,2.4,0.643,0.932,0.236,0.971
32K123,P.S. 123 Suydam,Elementary,636,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.85,0.91,0.85,0.91,0.92,0.95,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,42438,,,0.332,0.182,0.053,0.819,0.162,0.684,0.042,0.031,0.893,0.019,2.8,0.782,0.938,0.192,0.968
32K145,P.S. 145 Andrew Jackson,Elementary,573,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Approaching Target,0.91,0.91,0.92,0.89,0.91,0.94,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,42795,,,0.18,0.162,0.035,0.843,0.162,0.691,0.005,0.023,0.958,0.009,2.8,0.82,0.944,0.157,0.957
32K151,P.S. 151 Lyndon B. Johnson,Elementary,306,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.84,0.87,0.87,0.92,0.93,0.92,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,42795,,,0.265,0.222,0.039,0.855,0.297,0.716,0.003,0.163,0.761,0.069,2.8,0.8,0.921,0.307,0.97
32K162,J.H.S. 162 The Willoughby,Middle,425,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.75,0.75,0.73,0.79,0.81,0.82,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42067,2.25,2.23,0.195,0.266,0.078,0.823,0.162,0.682,0.024,0.035,0.908,0.026,1.9,0.641,0.915,0.299,0.955
32K274,P.S. 274 Kosciusko,Elementary,412,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.78,0.83,0.8,0.83,0.9,0.89,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42032,,,0.238,0.187,0.085,0.801,0.248,0.641,0.01,0.087,0.864,0.022,10.8,0.824,0.921,0.313,0.956
32K291,J.H.S. 291 Roland Hayes,Middle,309,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.85,0.89,0.79,0.93,0.87,0.89,Proficient,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42826,2.18,2.18,0.285,0.239,0.1,0.812,0.256,0.615,0.003,0.142,0.832,0.019,1.6,0.844,0.908,0.325,0.957
32K299,P.S. 299 Thomas Warren Field,Elementary,280,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.8,0.86,0.86,0.83,0.95,0.91,Well Developed,Proficient,Proficient,Proficient,Well Developed,,,,,,42034,,,0.193,0.225,0.111,0.829,0.307,0.675,0,0.475,0.514,0.011,9.7,0.913,0.92,0.326,0.958
32K347,I.S. 347 School of Humanities,Middle,300,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,0.88,0.96,0.79,0.95,0.86,0.94,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,42767,2.38,2.34,0.213,0.23,0.127,0.798,0.11,0.647,0.027,0.047,0.907,0.017,11.8,0.8,0.931,0.212,0.946
32K349,"I.S. 349 Math, Science & Tech.",Middle,295,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.77,0.8,0.72,0.85,0.84,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42826,2.27,2.26,0.288,0.197,0.085,0.841,0.183,0.702,0.007,0.064,0.919,0.01,1.8,0.885,0.937,0.173,0.971
32K376,P.S. 376,Elementary,555,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,0.94,0.95,0.94,0.96,0.88,0.95,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,41976,,,0.144,0.132,0.04,0.78,0.173,0.604,0.014,0.07,0.894,0.014,6.4,0.583,0.942,0.166,0.985
32K377,P.S. 377 Alejandrina B. De Gautier,K-8,343,Not Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.71,0.78,0.72,0.78,0.89,0.86,Developing,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Developing,42767,,,0.195,0.318,0.16,0.767,0.111,0.65,0.009,0.157,0.825,0.009,11.9,0.806,0.915,0.318,0.959
32K383,J.H.S. 383 Philippa Schuyler,Middle,915,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.8,0.85,0.69,0.83,0.86,0.86,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,42011,3.11,3.16,0.045,0.136,0.051,0.661,0.056,0.513,0.046,0.381,0.55,0.014,4.9,0.703,0.955,0.108,0.964
32K384,P.S. /I.S. 384 Frances E. Carter,K-8,531,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.76,0.8,0.75,0.75,0.85,0.84,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,41941,,,0.277,0.258,0.149,0.834,0.185,0.689,0.013,0.124,0.853,0.008,4.8,0.87,0.93,0.27,0.958
32K554,All City Leadership Secondary School,Middle,182,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.95,0.95,0.89,0.98,0.92,0.97,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42115,3.7,3.71,0,0.011,0,0.574,0.027,0.407,0.049,0.071,0.78,0.099,14,1,0.971,0.055,0.973
32K562,Evergreen Middle School for Urban Exploration,Middle,325,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.89,0.96,0.86,0.97,0.89,0.94,Well Developed,Proficient,Proficient,Proficient,Proficient,,,,,,42089,2.25,2.27,0.215,0.265,0.052,0.795,0.218,0.64,0.006,0.258,0.708,0.018,4.1,0.667,0.954,0.112,0.98
84K037,Beginning with Children Charter School II,Elementary,304,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.94,0.96,0.94,0.97,0.93,0.98,,,,,,,,,,,,,,0.211,0.188,0.016,0.76,0.105,0.589,0.016,0.273,0.688,0.016,,,0.934,0.22,
84K125,Success Academy Charter School - Bed-Stuy 2,Elementary,365,Exceeding Target,Exceeding Target,,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.89,0.92,0.85,0.94,0.97,0.96,,,,,,,,,,,,,,0.033,0.186,0.022,0.707,0.126,0.518,0.005,0.696,0.255,0.022,,,,,
84K129,Success Academy Charter School - Cobble Hill,Elementary,456,,,,,,,Exceeding Target,,,,0.95,0.96,0.98,,,,,,,,,,,,,,0.05,0.118,0.002,0.487,0.077,0.353,0.066,0.342,0.316,0.25,,,,,
84K182,Success Academy Charter School - Williamsburg,Elementary,524,Meeting Target,Meeting Target,,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,0.82,0.83,0.91,0.84,0.94,0.84,,,,,,,,,,,,,,0.08,0.166,0.036,0.636,0.082,0.462,0.027,0.265,0.58,0.099,,,,,
84K333,Explore Exceed Charter School,K-8,493,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,Meeting Target,Not Meeting Target,0.72,0.76,0.6,0.78,0.92,0.86,,,,,,,,,,,,,,0.051,0.237,0.051,0.678,0.091,0.554,0.03,0.779,0.174,0,,,0.924,0.283,
