DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Incoming ELA Proficiency (Based on 4th Grade),Average Incoming Math Proficiency (Based on 4th Grade),Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
84K355,Williamsburg Collegiate Charter School,Middle,330,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.83,0.85,0.73,0.87,0.9,0.92,,,,,,,,,,,,2.7,2.63,0.052,0.197,0.018,0.718,0.082,0.518,0.003,0.291,0.691,0.015,,,0.945,0.118,
84K356,Achievement First Crown Heights Charter School,K-8,848,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.86,0.85,0.74,0.84,0.91,0.88,,,,,,,,,,,,,,0.004,0.163,0.008,0.565,0.06,0.406,0.001,0.95,0.033,0.006,,,0.971,0.043,
84K357,KIPP AMP Charter School,K-8,701,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Exceeding Target,0.77,0.63,0.67,0.7,0.89,0.79,,,,,,,,,,,,,,0.017,0.165,0.007,0.732,0.151,0.572,0.014,0.857,0.096,0.007,,,0.942,0.174,
84K358,Achievement First East New York Charter School,K-8,715,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.88,0.94,0.77,0.96,0.92,0.93,,,,,,,,,,,,,,0.013,0.14,0.013,0.686,0.066,0.506,0.006,0.813,0.165,0.003,,,0.965,0.061,
84K360,Launch Expeditionary Learning Charter School,Middle,312,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.78,0.83,0.72,0.87,0.89,0.89,,,,,,,,,,,,2.49,2.4,0.045,0.263,0.087,0.791,0.212,0.609,0.01,0.821,0.138,0.003,,,0.952,0.125,
84K362,Hellenic Classical Charter School,K-8,480,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.95,0.96,0.92,0.98,0.96,0.96,,,,,,,,,,,,,,0.042,0.092,0.01,0.456,0.052,0.271,0.029,0.227,0.44,0.271,,,0.965,0.049,
84K367,Success Academy Charter School - Bed-Stuy 1,Elementary,560,Exceeding Target,Exceeding Target,,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.96,0.93,0.96,0.94,0.93,0.96,,,,,,,,,,,,,,0.038,0.161,0.014,0.688,0.132,0.498,0.013,0.693,0.259,0.014,,,,,
84K379,Explore Excel Charter School,K-8,544,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.77,0.79,0.68,0.85,0.86,0.86,,,,,,,,,,,,,,0.037,0.204,0.044,0.548,0.068,0.421,0.011,0.917,0.044,0.004,,,0.948,0.158,
84K386,Invictus Preparatory Charter School,Middle,264,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,,0.76,0.75,0.64,0.83,0.84,0.81,,,,,,,,,,,,2.46,2.35,0.083,0.186,0.011,0.74,0.189,0.561,0.057,0.705,0.223,0.008,,,0.938,0.193,
84K406,Teaching Firms of America-Professional Preparatory,Elementary,420,Exceeding Target,Exceeding Target,,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.91,0.94,0.82,0.96,0.95,0.98,,,,,,,,,,,,,,0.069,0.162,0.026,0.795,0.169,0.643,0.005,0.788,0.195,0.005,,,,,
84K508,Achievement First Endeavor Charter School,K-8,826,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.83,0.84,0.64,0.91,0.92,0.88,,,,,,,,,,,,,,0.006,0.145,0.016,0.657,0.086,0.498,0.008,0.864,0.109,0.007,,,0.97,0.03,
84K517,Leadership Prep Bedford Stuyvesant Uncommon Prep C,K-8,801,Meeting Target,Approaching Target,,Approaching Target,Approaching Target,Approaching Target,Exceeding Target,0.84,0.73,0.66,0.79,0.87,0.82,,,,,,,,,,,,,,0.021,0.091,0.005,0.668,0.09,0.509,0.012,0.855,0.094,0.012,,,0.966,0.065,
84K536,Community Roots Charter School,K-8,473,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,,0.84,0.93,0.75,0.95,0.98,0.92,,,,,,,,,,,,,,0.025,0.237,0.002,0.327,0.021,0.184,0.049,0.298,0.159,0.416,,,0.958,0.077,
84K538,Achievement First Bushwick Charter School,K-8,856,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.9,0.89,0.83,0.89,0.91,0.9,,,,,,,,,,,,,,0.125,0.176,0.021,0.733,0.061,0.579,0.011,0.289,0.688,0.009,,,0.974,0.034,
84K593,Excellence Boys Charter School,K-8,778,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Exceeding Target,0.84,0.82,0.63,0.81,0.9,0.8,,,,,,,,,,,,,,0.026,0.158,0.006,0.635,0.095,0.464,0.03,0.843,0.098,0.012,,,0.96,0.09,
84K608,Kings Collegiate Charter School,Middle,434,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.86,0.85,0.86,0.85,0.92,0.92,,,,,,,,,,,,2.72,2.6,0.017,0.138,0.006,0.503,0.083,0.389,0,0.945,0.026,0.003,,,0.965,0.077,
84K626,Achievement First Brownsville Charter School,K-8,834,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.86,0.82,0.69,0.85,0.92,0.85,,,,,,,,,,,,,,0.026,0.134,0.013,0.702,0.068,0.525,0.004,0.885,0.1,0.004,,,0.964,0.077,
84K648,Bedford Stuyvesant Collegiate Charter School,Middle,346,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,0.89,0.86,0.74,0.86,0.93,0.92,,,,,,,,,,,,2.68,2.68,0.026,0.176,0.014,0.69,0.104,0.517,0.014,0.685,0.26,0.012,,,0.952,0.109,
84K649,La Cima Charter School,Elementary,380,Exceeding Target,Meeting Target,,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.9,0.81,0.88,0.81,0.91,0.92,,,,,,,,,,,,,,0.076,0.161,0.021,0.718,0.1,0.555,0.034,0.658,0.247,0.026,,,,,
84K651,PAVE Academy Charter School,K-8,478,,,Meeting Target,,,,,0.71,0.84,0.66,0.9,0.9,0.81,,,,,,,,,,,,,,0.077,0.186,0.029,0.791,0.092,0.628,0.019,0.446,0.508,0.019,,,0.951,0.145,
84K652,Brooklyn Ascend Charter School,K-8,1138,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.76,0.69,0.81,0.91,0.86,,,,,,,,,,,,,,0.007,0.142,0.001,0.591,0.05,0.449,0.006,0.953,0.029,0.001,,,0.958,0.079,
84K680,Achievement First Aspire Charter School,Elementary,442,,,,,,,,,,,0.91,0.93,0.95,,,,,,,,,,,,,,0.029,0.115,0.016,0.72,0.05,0.563,0.007,0.749,0.219,0.002,,,0.961,0.072,
84K689,Citizens of the World Charter School 1 Williamsbur,Elementary,323,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,,0.87,0.92,0.9,0.89,0.94,0.96,,,,,,,,,,,,,,0.146,0.254,0.022,0.712,0.173,0.514,0.022,0.204,0.659,0.099,,,0.936,0.203,
84K692,Citizens of the World Charter School New York 2 Cr,Elementary,338,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Meeting Target,Meeting Target,,0.66,0.68,0.61,0.68,0.91,0.88,,,,,,,,,,,,,,0.015,0.157,0.003,0.666,0.104,0.515,0,0.891,0.074,0.003,,,0.936,0.162,
84K701,Brooklyn Charter School,Elementary,235,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.77,0.83,0.74,0.89,0.91,0.92,,,,,,,,,,,,,,0.064,0.111,0.004,0.717,0.14,0.553,0.026,0.779,0.183,0.009,,,0.918,0.312,
84K702,Community Partnership Charter School,K-8,401,Meeting Target,Approaching Target,,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.8,0.72,0.7,0.79,0.93,0.85,,,,,,,,,,,,,,0.025,0.175,0.025,0.706,0.137,0.541,0.01,0.771,0.197,0.005,,,0.925,0.285,
84K704,Explore Charter School,K-8,538,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,0.68,0.62,0.59,0.69,0.92,0.83,,,,,,,,,,,,,,0.045,0.145,0.002,0.584,0.069,0.429,0,0.822,0.143,0.002,,,0.946,0.158,
84K707,Brooklyn Prospect Charter School,K-8,573,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.81,0.84,0.76,0.9,0.91,0.91,,,,,,,,,,,,,,0.01,0.157,0.003,0.33,0.038,0.194,0.072,0.145,0.265,0.438,,,0.959,0.073,
84K710,Brownsville Collegiate Charter School,Middle,323,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.85,0.78,0.7,0.82,0.92,0.89,,,,,,,,,,,,2.49,2.36,0.04,0.198,0.012,0.742,0.118,0.551,0.006,0.69,0.226,0.009,,,0.95,0.115,
84K711,Leadership Preparatory Brownsville Charter School,K-8,792,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.77,0.66,0.61,0.77,0.93,0.81,,,,,,,,,,,,,,0.013,0.129,0.009,0.759,0.11,0.596,0.001,0.843,0.141,0.003,,,0.949,0.116,
84K712,Excellence Girls Charter School,K-8,848,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.81,0.85,0.7,0.87,0.92,0.87,,,,,,,,,,,,,,0.025,0.081,0.002,0.646,0.09,0.472,0.029,0.825,0.114,0.009,,,0.951,0.135,
84K724,Leadership Prep Canarsie Charter School (Leadershi,K-8,676,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.84,0.86,0.68,0.89,0.91,0.91,,,,,,,,,,,,,,0.003,0.124,0.009,0.509,0.044,0.392,0.012,0.902,0.047,0.009,,,0.958,0.089,
84K730,Summit Academy Charter School,Middle,113,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,0.78,0.82,0.76,0.87,0.91,0.89,,,,,,,,,,,,2.47,2.46,0.115,0.23,0.053,0.877,0.221,0.717,0,0.31,0.664,0.018,,,0.875,0.325,
84K731,Brooklyn Excelsior Charter School,K-8,631,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.139,0.011,0.69,0.133,0.542,0.014,0.813,0.162,0.005,,,0.917,0.303,
84K736,New American Academy Charter School,Elementary,329,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,,0.8,0.87,0.8,0.91,0.94,0.94,,,,,,,,,,,,,,0.021,0.161,0.015,0.629,0.116,0.505,0.009,0.918,0.058,0.009,,,0.944,0.171,
84K737,Brownsville Ascend Charter School,K-8,1015,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.78,0.83,0.64,0.87,0.87,0.88,,,,,,,,,,,,,,0.014,0.126,0.018,0.717,0.072,0.545,0.009,0.861,0.11,0.003,,,0.944,0.152,
84K740,Brooklyn Scholars Charter School,K-8,699,Meeting Target,Meeting Target,,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.8,0.87,0.76,0.9,0.92,0.87,,,,,,,,,,,,,,0.01,0.1,0.004,0.677,0.059,0.495,0.067,0.681,0.236,0.003,,,0.936,0.191,
84K741,Success Academy Crown Heights (Brooklyn 7),Elementary,414,Exceeding Target,Exceeding Target,,Exceeding Target,Meeting Target,Meeting Target,,0.95,0.94,0.96,0.94,0.95,0.95,,,,,,,,,,,,,,0.019,0.135,0.01,0.636,0.075,0.495,0.007,0.911,0.065,0,,,,,
84K742,Explore Empower Charter School,K-8,515,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.73,0.72,0.68,0.81,0.89,0.87,,,,,,,,,,,,,,0.037,0.237,0.004,0.73,0.12,0.551,0.002,0.887,0.095,0.004,,,0.941,0.184,
84K744,Coney Island Preparatory Public Charter School,K-8,615,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,0.78,0.71,0.68,0.82,0.9,0.86,,,,,,,,,,,,,,0.062,0.263,0.008,0.738,0.065,0.6,0.086,0.369,0.345,0.179,,,0.956,0.1,
84K746,Hebrew Language Academy Charter School,K-8,628,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,,0.76,0.71,0.63,0.7,0.87,0.79,,,,,,,,,,,,,,0.072,0.189,0.005,0.411,0.025,0.309,0.013,0.42,0.032,0.518,,,0.939,0.184,
84K752,Success Academy Fort Greene (Brooklyn 5),Elementary,376,,,,,,,,0.82,0.92,0.9,0.91,0.97,0.94,,,,,,,,,,,,,,0.04,0.149,0.016,0.65,0.12,0.476,0.008,0.689,0.247,0.043,,,1,,
84K756,Success Academy Prospect Heights (Brooklyn 6),Elementary,388,Meeting Target,Approaching Target,,Approaching Target,Exceeding Target,Meeting Target,,0.84,0.72,0.79,0.79,0.96,0.89,,,,,,,,,,,,,,0.013,0.165,0.008,0.583,0.075,0.42,0.018,0.892,0.062,0.015,,,,,
84K757,Unity Prep Charter School,Middle,298,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.81,0.78,0.7,0.87,0.87,0.89,,,,,,,,,,,,2.56,2.48,0.05,0.195,0.037,0.718,0.141,0.557,0.017,0.768,0.178,0.017,,,0.943,0.177,
84K758,Brooklyn Urban Garden Charter School,Middle,285,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.82,0.72,0.89,0.92,0.88,,,,,,,,,,,,2.86,2.72,0.035,0.256,0.035,0.54,0.095,0.393,0.035,0.344,0.386,0.179,,,0.945,0.107,
84K759,Canarsie Ascend Charter School,Elementary,583,Meeting Target,Meeting Target,,Meeting Target,Meeting Target,Meeting Target,,0.8,0.8,0.8,0.83,0.92,0.89,,,,,,,,,,,,,,0.007,0.134,0.002,0.502,0.057,0.358,0.007,0.904,0.067,0.005,,,,,
84K769,Hyde Leadership Charter School- Brooklyn,Elementary,404,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.75,0.69,0.67,0.74,0.93,0.88,,,,,,,,,,,,,,0.084,0.153,0.022,0.826,0.208,0.653,0.005,0.713,0.272,0.002,,,0.917,0.329,
84K774,Achievement First Apollo Charter School,K-8,777,,,,,,,Exceeding Target,0.92,0.77,0.88,0.83,0.95,0.91,,,,,,,,,,,,,,0.062,0.109,0.003,0.656,0.046,0.498,0.046,0.628,0.3,0.01,,,0.968,0.061,
84K775,Leadership Preparatory Ocean Hill Charter School,K-8,784,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.83,0.85,0.66,0.88,0.93,0.88,,,,,,,,,,,,,,0.027,0.107,0.003,0.728,0.097,0.57,0.004,0.83,0.136,0.006,,,0.953,0.122,
84K777,Ocean Hill Collegiate Charter School,Middle,332,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.88,0.91,0.73,0.93,0.9,0.92,,,,,,,,,,,,2.7,2.67,0.009,0.157,0.003,0.669,0.108,0.482,0.015,0.852,0.084,0.003,,,0.947,0.148,
84K780,Brooklyn East Collegiate Charter School,Middle,346,Meeting Target,Not Meeting Target,,Not Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,0.78,0.55,0.63,0.59,0.86,0.71,,,,,,,,,,,,2.67,2.6,0.014,0.165,0.017,0.585,0.09,0.419,0.017,0.78,0.069,0.014,,,,,
84K782,Bedford Stuyvesant New Beginnings Charter School,K-8,656,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.77,0.79,0.68,0.86,0.87,0.85,,,,,,,,,,,,,,0.133,0.192,0.02,0.806,0.117,0.66,0.005,0.566,0.412,0.005,,,0.929,0.233,
84K785,Imagine Me Leadership Charter School,Elementary,230,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.91,0.98,0.88,0.98,0.96,0.98,,,,,,,,,,,,,,0.017,0.135,0,0.677,0.13,0.504,0,0.839,0.143,0,,,0.929,0.21,
84K791,Brooklyn Dreams Charter School,K-8,654,,,Approaching Target,,,,Meeting Target,0.74,0.69,0.63,0.71,0.91,0.78,,,,,,,,,,,,,,0.106,0.141,0.006,0.56,0.067,0.399,0.185,0.592,0.176,0.026,,,0.933,0.2,
84K792,The Cultural Arts Academy at Spring Creek Charter,Elementary,280,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,0.74,0.88,0.75,0.86,0.96,0.93,,,,,,,,,,,,,,0,0.114,0,0.426,0.029,0.275,0,0.9,0.068,0.014,,,0.939,0.135,
84K793,Bushwick Ascend Charter School,K-8,813,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.73,0.73,0.63,0.78,0.9,0.86,,,,,,,,,,,,,,0.207,0.16,0.005,0.725,0.073,0.568,0.011,0.218,0.754,0.014,,,0.958,0.093,
84K797,New Hope Academy Charter School,Elementary,401,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.82,0.87,0.88,0.94,0.91,0.91,,,,,,,,,,,,,,0.002,0.145,0.015,0.53,0.07,0.397,0.002,0.955,0.022,0.007,,,0.909,0.263,
84K803,Brooklyn LABÿCharter School,Middle,458,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,,0.72,0.61,0.64,0.74,0.8,0.81,,,,,,,,,,,,2.58,2.47,0.015,0.284,0.052,0.654,0.127,0.467,0.017,0.738,0.188,0.031,,,0.998,,
84K807,Collegiate Academy for Math and Personal Awareness,Middle,60,,,,,,,,0.67,0.66,0.67,0.8,0.91,0.82,,,,,,,,,,,,2.37,2.4,0.05,0.217,0,0.741,0.15,0.567,0,0.833,0.133,0,,,0.928,0.2,
84K876,Achievement First Voyager Charter School,Middle,66,,,,,,,,,,,0.99,0.95,0.95,,,,,,,,,,,,2.46,2.43,0,0.167,0,0.556,0.03,0.439,0.03,0.864,0.03,0.015,,,0.979,0,
84K879,Brooklyn Prospect Charter School Downtown,Middle,97,,,,,,,,0.87,0.99,0.81,0.99,0.96,0.96,,,,,,,,,,,,2.97,2.9,0.01,0.144,0.031,0.494,0.103,0.289,0.041,0.691,0.103,0.103,,,0.949,0.123,
84M065,Democracy Prep Endurance Charter School,Middle,337,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.84,0.92,0.67,0.92,0.87,0.87,,,,,,,,,,,,2.48,2.53,0.068,0.226,0.033,0.737,0.163,0.552,0.006,0.674,0.279,0.012,,,0.94,0.189,
84M068,KIPP Washington Heights Middle School,K-8,822,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,0.87,0.84,0.82,0.87,0.93,0.9,,,,,,,,,,,,,,0.139,0.186,0.012,0.769,0.144,0.595,0.001,0.107,0.876,0.01,,,0.959,0.097,
84M080,Manhattan Charter School II,Elementary,228,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.82,0.7,0.72,0.73,0.86,0.9,,,,,,,,,,,,,,0.07,0.206,0.004,0.771,0.259,0.557,0.039,0.298,0.623,0.013,,,0.895,0.376,
84M085,Global Community Charter School,Elementary,441,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.76,0.78,0.71,0.8,0.92,0.88,,,,,,,,,,,,,,0.154,0.197,0.005,0.795,0.188,0.642,0.009,0.297,0.66,0.023,,,0.93,0.234,
84M100,Neighborhood Charter School of Harlem,Elementary,375,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.96,0.95,0.98,0.95,0.97,0.97,,,,,,,,,,,,,,0.061,0.336,0.056,0.717,0.149,0.525,0.013,0.512,0.432,0.029,,,0.953,0.101,
84M168,East Harlem Scholars Academy Charter School II,Elementary,263,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,,0.72,0.77,0.75,0.73,0.94,0.91,,,,,,,,,,,,,,0.137,0.179,0.011,0.84,0.232,0.688,0.03,0.297,0.646,0.008,,,0.926,0.258,
84M170,Success Academy Hell's Kitchen (Manhattan 2),Elementary,417,,,,,,,,0.97,0.82,0.97,0.9,0.98,0.93,,,,,,,,,,,,,,0.062,0.165,0.002,0.479,0.103,0.343,0.141,0.173,0.492,0.165,,,,,
84M174,Success Academy Union Square (Manhattan 1),Elementary,452,,,,,,,,0.98,0.89,0.98,0.86,0.98,0.91,,,,,,,,,,,,,,0.033,0.173,0.022,0.318,0.077,0.19,0.199,0.23,0.232,0.283,,,,,
84M186,Harlem Hebrew Language Charter School,Elementary,321,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,,0.74,0.76,0.78,0.79,0.92,0.85,,,,,,,,,,,,,,0.065,0.243,0.003,0.511,0.159,0.368,0.009,0.299,0.293,0.358,,,0.912,0.31,
84M202,Great Oaks Charter School,Middle,209,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,,0.73,0.71,0.68,0.78,0.9,0.87,,,,,,,,,,,,2.63,2.78,0.077,0.297,0.033,0.664,0.144,0.488,0.139,0.254,0.574,0.019,,,0.943,0.173,
84M204,Capital Preparatory (CP) Harlem Charter School,Middle,162,,,,,,,,0.75,0.77,0.62,0.7,0.66,0.75,,,,,,,,,,,,2.73,2.74,0.019,0.241,0.049,0.736,0.16,0.556,0.019,0.722,0.228,0,,,0.922,0.282,
84M263,New York City Charter School of the Arts,Middle,98,,,,,,,,0.75,0.77,0.65,0.93,0.94,0.89,,,,,,,,,,,,3.17,3.19,0.02,0.153,0.01,0.471,0.102,0.286,0.041,0.296,0.378,0.224,,,,,
84M279,The Opportunity Charter School,Middle,202,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.76,0.64,0.67,0.7,0.89,0.8,,,,,,,,,,,,2.17,2.21,0.084,0.624,0.228,0.808,0.119,0.658,0.015,0.495,0.465,0,,,0.902,0.327,
84M284,Harlem Children's Zone Promise Academy 1 Charter S,K-8,870,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.76,0.73,0.69,0.79,0.86,0.85,,,,,,,,,,,,,,0.041,0.168,0.014,0.795,0.154,0.618,0.003,0.808,0.161,0.008,,,0.955,0.092,
84M295,School in the Square Public Charter School,Middle,106,,,,,,,,0.79,0.74,0.69,0.7,0.93,0.85,,,,,,,,,,,,2.6,2.51,0.142,0.16,0.009,0.736,0.113,0.557,0,0.047,0.943,0.009,,,0.953,0.095,
84M320,Manhattan Charter School,Elementary,270,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Exceeding Target,0.83,0.87,0.81,0.88,0.89,0.95,,,,,,,,,,,,,,0.096,0.222,0,0.74,0.2,0.489,0.089,0.178,0.693,0.03,,,0.937,0.18,
84M329,Harlem Link Charter School,Elementary,386,Approaching Target,Approaching Target,,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.65,0.7,0.66,0.7,0.93,0.86,,,,,,,,,,,,,,0.073,0.22,0.013,0.761,0.181,0.578,0,0.632,0.334,0.021,,,,,
84M330,Girls Preparatory Charter School of New York,K-8,631,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.75,0.69,0.66,0.68,0.92,0.77,,,,,,,,,,,,,,0.03,0.176,0.006,0.693,0.198,0.479,0.019,0.455,0.48,0.021,,,0.933,0.23,
84M335,Harlem Village Academy Leadership Charter School,K-8,755,Approaching Target,Not Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.71,0.62,0.63,0.69,0.87,0.8,,,,,,,,,,,,,,0.032,0.197,0.025,0.758,0.158,0.552,0.005,0.589,0.374,0.011,,,0.94,0.18,
