DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How well do teachers work with each other?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,,,,,,,,
15K464,Park Slope Collegiate,High School,423,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.91,0.93,0.83,0.92,0.79,0.92,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42137,2.26,2.17,0.105,0.191,0.003,0.652,0.069,0.516,0.079,0.464,0.365,0.036,11,0.719,0.891,0.344,0.965,,,,,,,,
15K497,School for International Studies,High School,466,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.83,0.85,0.73,0.79,0.71,0.8,Well Developed,Proficient,Well Developed,Proficient,Well Developed,42136,2.35,2.27,0.093,0.135,0.034,0.71,0.082,0.541,0.042,0.479,0.363,0.099,2.8,0.568,0.867,0.364,0.963,,,,,,,,
15K519,Cobble Hill School of American Studies,High School,596,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.8,0.7,0.79,0.56,0.75,0.78,Developing,Developing,Proficient,Proficient,Proficient,"December 5-6, 2013",2.31,2.15,0.091,0.213,0.079,0.693,0.092,0.534,0.045,0.638,0.25,0.044,4.8,0.611,0.828,0.45,0.962,,,,,,,,
15K592,Khalil Gibran International Academy,High School,174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.88,0.92,0.89,0.84,0.8,0.96,Proficient,Proficient,Proficient,Well Developed,Well Developed,42115,2.21,2.07,0.328,0.178,0.017,0.649,0.161,0.443,0.155,0.483,0.063,0.276,3.8,0.5,0.898,0.261,0.967,,,,,,,,
15K656,Brooklyn High School of the Arts,High School,870,Exceeding Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.81,0.72,0.75,0.68,0.69,0.81,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42115,2.61,2.41,0.013,0.116,0.03,0.589,0.054,0.43,0.017,0.703,0.225,0.02,7,0.635,0.911,0.256,0.973,,,,,,,,
15K667,Sunset Park High School,High School,1333,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.83,0.84,0.84,0.82,0.74,0.9,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42087,2.26,2.2,0.164,0.22,0.052,0.748,0.066,0.608,0.073,0.085,0.773,0.068,0.8,0.586,0.855,0.369,0.96,,,,,,,,
15K684,Millennium Brooklyn HS,High School,566,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.92,0.94,0.89,0.93,0.78,0.94,Proficient,Proficient,Proficient,Proficient,Proficient,"November 13-14, 2013",3.28,2.98,0.005,0.11,0.004,0.393,0.027,0.237,0.095,0.26,0.272,0.311,4,0.491,0.939,0.173,0.975,,,,,,,,
16K393,Frederick Douglass Academy IV Secondary School,High School,92,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.9,0.87,0.9,0.77,0.87,0.83,Developing,Proficient,Developing,Proficient,Developing,42124,2.21,1.95,0.011,0.348,0.13,0.744,0.141,0.609,0.011,0.826,0.141,0.011,4.6,0.636,0.789,0.65,0.972,,,,,,,,
16K455,Boys and Girls High School,High School,648,Approaching Target,Approaching Target,N/A,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.86,0.81,0.82,0.75,0.81,0.87,Developing,Developing,Developing,Developing,Developing,42075,2.14,2.02,0.049,0.259,0.127,0.763,0.165,0.582,0.009,0.872,0.086,0.017,,0.854,0.784,0.603,0.968,,,,,,,,
16K498,Brooklyn High School for Law and Technology,High School,596,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.72,0.76,0.73,0.71,0.64,0.85,Proficient,Proficient,Proficient,Well Developed,Proficient,42117,2.38,2.21,0.027,0.171,0.018,0.73,0.076,0.591,0.025,0.711,0.238,0.012,0.8,0.727,0.902,0.231,0.971,,,,,,,,
16K594,Gotham Professional Arts Academy,High School,226,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.9,0.82,0.8,0.72,0.82,0.88,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42137,2.3,2.11,0.018,0.235,0.009,0.768,0.199,0.58,0.009,0.819,0.146,0.013,8,0.875,0.777,0.585,0.963,,,,,,,,
16K688,The Brooklyn Academy of Global Finance,High School,152,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.95,0.81,0.91,0.76,0.93,Proficient,Developing,Developing,Proficient,Proficient,41989,2.11,2.03,0.112,0.303,0.059,0.795,0.184,0.612,0.059,0.717,0.204,0.02,2.8,0.231,0.805,0.56,0.974,,,,,,,,
16K765,Nelson Mandela High School,High School,124,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.88,0.94,0.78,0.94,0.76,0.95,Proficient,Developing,Proficient,Proficient,Developing,42086,2.19,2.16,0.016,0.21,0.048,0.811,0.121,0.653,0,0.863,0.105,0.024,1,1,0.855,0.52,0.968,,,,,,,,
17K122,Pathways in Technology Early College High School (,High School,438,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.94,0.86,0.83,0.85,0.76,0.9,Proficient,Proficient,Developing,Well Developed,Proficient,"December 11-12, 2013",2.49,2.31,0.021,0.155,0.005,0.59,0.053,0.432,0.03,0.856,0.091,0.007,4,0.786,0.922,0.189,0.983,,,,,,,,
17K382,Academy for College Preparation and Career Explora,High School,505,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,0.79,0.76,0.75,0.68,0.7,0.77,Proficient,Proficient,Proficient,Proficient,Proficient,"January 13-14, 2014",2.22,2.09,0.064,0.196,0.008,0.684,0.09,0.524,0.017,0.846,0.123,0.008,5,0.767,0.826,0.414,0.966,,,,,,,,
17K408,Academy of Hospitality and Tourism,High School,285,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.8,0.86,0.74,0.89,0.67,0.87,Proficient,Developing,Developing,Proficient,Proficient,42132,2.14,1.98,0.158,0.232,0.018,0.649,0.147,0.481,0.035,0.846,0.102,0.011,9,0.778,0.825,0.417,0.966,,,,,,,,
17K524,International High School at Prospect Heights,High School,414,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.8,0.9,0.89,0.8,0.82,0.91,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,42108,1.79,2.02,0.874,0.072,0.005,0.704,0.184,0.478,0.184,0.29,0.389,0.133,5.4,0.875,0.871,0.352,0.959,,,,,,,,
17K528,The High School for Global Citizenship,High School,246,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,0.87,0.88,0.84,0.88,0.89,0.89,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42081,2.22,2.05,0.146,0.154,0.008,0.642,0.118,0.431,0.016,0.821,0.13,0.028,4.9,0.833,0.874,0.331,0.981,,,,,,,,
17K531,"School for Human Rights, The",High School,424,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.97,0.99,0.86,0.95,0.8,0.94,Proficient,Proficient,Proficient,Proficient,Proficient,41983,2.32,2.19,0.052,0.175,0.003,0.687,0.065,0.505,0.014,0.907,0.065,0.01,8,0.92,0.913,0.235,0.958,,,,,,,,
17K533,School for Democracy and  Leadership,High School,319,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.84,0.72,0.77,0.76,0.72,0.85,Proficient,Developing,Developing,Well Developed,Proficient,"April 9-10, 2014",2.25,2.14,0.054,0.236,0.019,0.653,0.14,0.434,0.008,0.876,0.074,0.023,3.8,0.741,0.799,0.543,0.968,,,,,,,,
17K537,High School for Youth and Community Development at,High School,384,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.86,0.89,0.8,0.84,0.81,0.9,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42117,2.2,2.05,0.073,0.234,0.008,0.659,0.099,0.521,0.023,0.854,0.089,0.021,10.3,0.857,0.886,0.354,0.969,,,,,,,,
17K539,High School for Service & Learning at Erasmus,High School,445,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.86,0.76,0.84,0.78,0.86,Proficient,Developing,Proficient,Proficient,Proficient,42024,2.23,2.06,0.085,0.193,0.007,0.64,0.083,0.485,0.027,0.825,0.106,0.02,3.8,0.739,0.865,0.363,0.971,,,,,,,,
17K543,"Science, Technology and Research Early College Hig",High School,516,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.97,0.96,0.89,0.91,0.9,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42011,3.01,2.85,0,0.04,0,0.536,0.028,0.39,0.04,0.871,0.064,0.009,7,0.759,0.955,0.13,0.974,,,,,,,,
17K544,International Arts Business School,High School,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0.9,1,0.82,0.84,0.87,Developing,Developing,Developing,Proficient,Proficient,41974,2.71,2.61,0,0.083,0,0.482,0,0.333,0.083,0.75,0.167,0,3.3,1,0.937,,0.969,,,,,,,,
17K546,High School for Public Service: Heroes  of Tomorro,High School,454,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.88,0.94,0.88,0.9,0.75,0.94,Proficient,Proficient,Proficient,Proficient,Proficient,42018,2.84,2.7,0.015,0.101,0.004,0.615,0.046,0.48,0.053,0.758,0.174,0.011,2.4,0.96,0.924,0.19,0.955,,,,,,,,
17K547,Brooklyn Academy of Science and the Environment,High School,453,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.83,0.86,0.78,0.84,0.76,0.91,Well Developed,Proficient,Proficient,Proficient,Proficient,42138,2.29,2.18,0.071,0.161,0.011,0.672,0.121,0.506,0.053,0.801,0.126,0.013,12,0.742,0.91,0.236,0.969,,,,,,,,
17K548,Brooklyn School for Music & Theatre,High School,386,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.82,0.77,0.75,0.78,0.77,0.8,Proficient,Developing,Proficient,Proficient,Proficient,42076,2.3,2.11,0.008,0.161,0.005,0.708,0.127,0.552,0.008,0.826,0.158,0.008,8,0.741,0.887,0.321,0.97,,,,,,,,
17K590,Medgar Evers College Preparatory School,High School,1271,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,N/A,N/A,Meeting Target,0.87,0.89,0.79,0.8,0.81,0.85,Well Developed,Well Developed,Proficient,Well Developed,Proficient,42142,3.09,2.97,0.006,0.042,0.005,0.464,0.028,0.312,0.029,0.909,0.033,0.006,13.9,0.817,0.944,0.151,0.97,,,,,,,,
17K600,Clara Barton High School,High School,1499,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.83,0.74,0.73,0.68,0.7,0.79,Developing,Developing,Developing,Proficient,Proficient,42044,2.37,2.21,0.095,0.168,0.08,0.626,0.081,0.474,0.018,0.895,0.057,0.009,8.4,0.898,0.88,0.312,0.971,,,,,,,,
17K745,Brooklyn Institute for Liberal Arts,High School,253,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.81,0.89,0.85,0.87,0.81,0.89,Well Developed,Proficient,Proficient,Well Developed,Proficient,42075,2.24,2.08,0.067,0.194,0.008,0.645,0.146,0.458,0.016,0.941,0.032,0.004,3,0.105,0.938,0.145,0.974,,,,,,,,
17K751,Academy for Health Careers,High School,373,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.78,0.87,0.76,0.86,0.72,0.89,Developing,Developing,Developing,Proficient,Proficient,42088,2.39,2.24,0.027,0.139,0.032,0.706,0.131,0.542,0.016,0.855,0.088,0.008,5,0.5,0.844,0.489,0.963,,,,,,,,
18K563,It Takes a Village Academy,High School,566,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,0.93,0.93,0.82,0.92,0.88,0.91,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42060,2.39,2.24,0.196,0.129,0.007,0.58,0.081,0.403,0.005,0.903,0.057,0.011,8,0.816,0.918,0.197,0.968,,,,,,,,
18K566,Brooklyn Generation School,High School,286,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.89,0.91,0.83,0.91,0.75,0.9,Proficient,Developing,Proficient,Proficient,Proficient,42110,2.24,2.07,0.08,0.245,0.038,0.607,0.087,0.465,0.017,0.85,0.087,0.014,3.8,0.76,0.915,0.247,0.964,,,,,,,,
18K567,Brooklyn Theatre Arts High School,High School,395,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.91,0.88,0.8,0.79,0.73,0.88,Proficient,Developing,Proficient,Proficient,Proficient,"November 18-19, 2013",2.29,2.06,0.038,0.182,0.013,0.725,0.116,0.597,0.005,0.82,0.132,0.018,2.9,0.792,0.847,0.428,0.97,,,,,,,,
18K569,Kurt Hahn Expeditionary Learning School,High School,341,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.82,0.87,0.84,0.82,0.84,0.89,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42139,2.3,2.11,0.038,0.205,0.003,0.586,0.126,0.405,0.012,0.912,0.067,0.003,0.9,0.833,0.909,0.233,0.94,,,,,,,,
18K576,Victory Collegiate High School,High School,331,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.83,0.84,0.89,0.79,0.73,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42137,2.32,2.14,0.018,0.199,0.003,0.608,0.097,0.456,0.009,0.888,0.063,0.012,8,0.478,0.909,0.275,0.971,,,,,,,,
18K589,Arts & Media Preparatory Academy,High School,279,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.8,0.75,0.79,0.79,0.74,0.82,Developing,Developing,Developing,Proficient,Proficient,42124,2.29,2.06,0.039,0.194,0.007,0.751,0.125,0.591,0.011,0.828,0.125,0.014,1,0.619,0.843,0.531,0.97,,,,,,,,
18K617,High School for Innovation in Advertising and Medi,High School,303,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.73,0.73,0.85,0.71,0.71,0.85,Proficient,Developing,Proficient,Proficient,Proficient,41956,2.2,2.06,0.059,0.198,0.023,0.604,0.092,0.459,0.013,0.858,0.096,0.026,7,0.68,0.868,0.371,0.957,,,,,,,,
18K629,Cultural Academy for the Arts and Sciences,High School,353,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.7,0.71,0.79,0.71,0.74,0.82,Proficient,Developing,Developing,Proficient,Proficient,42130,2.21,2.1,0.059,0.221,0.006,0.586,0.088,0.425,0.006,0.904,0.085,0.006,7,0.815,0.836,0.435,0.955,,,,,,,,
18K633,High School for Medical Professions,High School,432,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.89,0.81,0.87,0.74,0.87,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"Apr 16-17, 2013",2.51,2.34,0.023,0.141,0,0.634,0.058,0.502,0.028,0.819,0.132,0.002,1.8,0.679,0.918,0.255,0.97,,,,,,,,
18K637,Academy for Conservation and the Environment,High School,308,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.86,0.87,0.8,0.91,0.86,0.91,Proficient,Proficient,Proficient,Proficient,Well Developed,"April 2-3, 2014",2.23,2.1,0.071,0.231,0.016,0.647,0.143,0.497,0.016,0.86,0.097,0.013,3.8,0.522,0.846,0.503,0.977,,,,,,,,
18K642,Urban Action Academy,High School,309,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.88,0.8,0.93,0.8,0.91,Developing,Developing,Proficient,Proficient,Proficient,41956,2.22,2.09,0.107,0.201,0.039,0.601,0.091,0.434,0.029,0.79,0.123,0.042,2,0.652,0.836,0.515,,,,,,,,,
19K404,Academy for Young Writers,High School,547,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.71,0.85,0.78,0.87,0.75,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,41976,2.58,2.16,0.01,0.164,0,0.705,0.072,0.51,0.015,0.731,0.219,0.012,4.9,0.525,0.89,0.378,0.965,,,,,,,,
19K409,East New York Family Academy,High School,479,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.87,0.85,0.8,0.84,0.71,0.9,Proficient,Developing,Proficient,Proficient,Proficient,"May 21-22, 2014",2.51,2.48,0.025,0.144,0,0.716,0.058,0.518,0.022,0.676,0.295,0.004,1.6,0.719,0.88,0.399,0.982,,,,,,,,
19K502,FDNY High School for Fire and Life Safety,High School,324,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.74,0.71,0.83,0.73,0.87,0.83,Proficient,Proficient,Proficient,Proficient,Proficient,41968,2.14,2.03,0.046,0.259,0.031,0.772,0.117,0.63,0.012,0.716,0.244,0.019,7.9,0.765,0.806,0.511,0.948,,,,,,,,
19K504,High School for Civil Rights,High School,319,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.91,0.93,0.87,0.84,0.77,0.93,Developing,Developing,Developing,Developing,Developing,42115,2.15,1.99,0.078,0.285,0.009,0.741,0.166,0.53,0.003,0.74,0.229,0.019,8.8,1,0.754,0.666,0.97,,,,,,,,
19K507,Performing Arts and Technology High School,High School,406,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.89,0.89,0.78,0.87,0.78,0.89,Proficient,Developing,Proficient,Proficient,Proficient,42095,2.24,2.09,0.025,0.207,0.032,0.763,0.113,0.621,0.002,0.808,0.182,0.005,2,0.833,0.812,0.556,0.971,,,,,,,,
19K510,World Academy for Total Community Health High Scho,High School,284,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.91,0.87,0.78,0.85,0.74,0.86,Proficient,Developing,Developing,Proficient,Proficient,41983,2.2,2.08,0.113,0.236,0.011,0.71,0.113,0.539,0.025,0.757,0.19,0.014,1.7,0.722,0.812,0.524,0.976,,,,,,,,
19K583,Multicultural High School,High School,229,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.85,0.89,0.84,0.82,0.81,0.93,Proficient,Developing,Developing,Proficient,Proficient,41992,1.76,1.95,0.9,0.022,0.004,0.728,0.127,0.498,0,0,0.996,0.004,3.8,0.818,0.848,0.498,0.966,,,,,,,,
19K615,Transit Tech Career and Technical Education High S,High School,1093,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.78,0.76,0.74,0.71,0.69,0.83,Developing,Developing,Proficient,Proficient,Proficient,42109,2.24,2.15,0.048,0.236,0.068,0.724,0.078,0.571,0.061,0.636,0.272,0.013,1.8,0.868,0.856,0.354,0.955,,,,,,,,
19K618,Academy of Innovative Technology,High School,413,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.84,0.89,0.86,0.88,0.78,0.94,Proficient,Proficient,Proficient,Well Developed,Proficient,"February 26-27, 2014",2.24,2.1,0.099,0.242,0.024,0.689,0.085,0.516,0.053,0.455,0.455,0.012,7,0.711,0.823,0.539,0.973,,,,,,,,
19K639,Brooklyn Lab School,High School,334,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,0.8,0.7,0.77,0.7,0.71,0.77,Proficient,Developing,Developing,Developing,Proficient,42060,2.18,2.04,0.177,0.234,0.009,0.807,0.135,0.665,0.054,0.356,0.569,0.009,3.8,0.52,0.736,0.616,0.942,,,,,,,,
19K659,Cypress Hills Collegiate Preparatory School,High School,330,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,0.77,0.64,0.79,0.56,0.67,0.74,Proficient,Developing,Proficient,Proficient,Proficient,42115,2.21,2.04,0.209,0.188,0.009,0.772,0.106,0.633,0.045,0.197,0.712,0.033,2.8,0.696,0.783,0.551,0.944,,,,,,,,
19K660,W. H. Maxwell Career and Technical Education High,High School,506,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.87,0.87,0.82,0.81,0.76,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,"October 22-23, 2013",2.1,2,0.059,0.3,0.176,0.818,0.132,0.68,0.01,0.696,0.281,0.006,6.8,0.95,0.734,0.644,0.959,,,,,,,,
19K683,"The School for Classics: An Academy of Thinkers, W",High School,308,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.89,0.92,0.84,0.84,0.79,0.91,Proficient,Proficient,Proficient,Well Developed,Well Developed,41961,2.34,2.09,0.136,0.218,0.13,0.764,0.094,0.607,0.078,0.607,0.26,0.042,0.4,0.731,0.839,0.475,0.966,,,,,,,,
19K764,The Urban Assembly School for Collaborative Health,High School,62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.85,0.88,0.76,0.76,0.78,0.83,Proficient,Developing,Proficient,Proficient,Proficient,42145,2.45,2.2,0.097,0.097,0,0.662,0.097,0.452,0.113,0.403,0.323,0.048,1,0,0.888,0.39,0.98,,,,,,,,
20K445,New Utrecht High School,High School,3480,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,Meeting Target,0.83,0.86,0.81,0.8,0.65,0.87,Proficient,Developing,Developing,Proficient,Proficient,"December 4-5, 2013",2.42,2.55,0.201,0.166,0.065,0.671,0.103,0.516,0.386,0.04,0.29,0.276,7.6,0.857,0.883,0.285,0.966,,,,,,,,
20K485,High School of  Telecommunication Arts and Technol,High School,1329,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.88,0.93,0.88,0.89,0.75,0.93,Proficient,Developing,Proficient,Well Developed,Well Developed,"April 27, 2015",2.562,2.587,0.065,0.221,0.042,0.636,0.026,0.5,0.18,0.077,0.567,0.163,1.4,0.704,0.933,0.182,0.957,,,,,,,,
20K490,Fort Hamilton High School,High School,4372,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,0.88,0.89,0.81,0.81,0.64,0.86,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42132,2.63,2.69,0.183,0.146,0.059,0.628,0.087,0.47,0.301,0.045,0.292,0.341,2.8,0.837,0.933,0.17,0.962,,,,,,,,
20K505,Franklin Delano Roosevelt High School,High School,3220,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Meeting Target,0.85,0.89,0.83,0.82,0.65,0.9,Developing,Developing,Developing,Proficient,Proficient,42114,2.34,2.38,0.344,0.137,0.079,0.716,0.161,0.518,0.401,0.115,0.293,0.186,4.8,0.841,0.85,0.399,0.962,,,,,,,,
20K609,Urban Assembly School for Criminal Justice,High School,496,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.87,0.89,0.88,0.85,0.73,0.9,Proficient,Proficient,Developing,Proficient,Proficient,"November 20-21, 2013",2.55,2.38,0.102,0.137,0.003,0.71,0.048,0.602,0.465,0.175,0.204,0.15,8,0.462,0.908,0.331,0.967,,,,,,,,
21K337,International High School at Lafayette,High School,358,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.84,0.85,0.85,0.76,0.71,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,42060,1.73,2.34,0.81,0.025,0.008,0.682,0.184,0.486,0.411,0.087,0.24,0.257,3.8,0.625,0.908,0.285,0.976,,,,,,,,
21K344,Rachel Carson High School for Coastal Studies,High School,560,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.84,0.88,0.83,0.83,0.74,0.93,Proficient,Developing,Proficient,Proficient,Proficient,December 3-4 2013,2.49,2.37,0.105,0.189,0.002,0.601,0.039,0.482,0.102,0.225,0.223,0.436,8.6,0.813,0.861,0.436,0.965,,,,,,,,
21K348,High School of Sports Management,High School,290,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.88,0.88,0.84,0.83,0.79,0.89,Developing,Developing,Proficient,Proficient,Proficient,42116,2.2,2.12,0.041,0.19,0.003,0.703,0.103,0.552,0.038,0.724,0.169,0.055,10,0.7,0.809,0.537,0.962,,,,,,,,
21K410,Abraham Lincoln High School,High School,2341,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.87,0.87,0.8,0.81,0.67,0.84,Proficient,Developing,Developing,Proficient,Proficient,42095,2.41,2.3,0.134,0.154,0.065,0.658,0.064,0.504,0.151,0.398,0.237,0.201,10.8,0.777,0.828,0.461,0.961,,,,,,,,
21K468,Kingsborough Early College School,High School,564,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,0.94,0.98,0.77,0.95,0.72,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42128,2.8,2.76,0.009,0.145,0,0.564,0.029,0.399,0.066,0.257,0.243,0.425,9,0.714,0.913,0.266,0.967,,,,,,,,
21K525,Edward R. Murrow High School,High School,3968,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.84,0.89,0.84,0.85,0.7,0.92,Proficient,Developing,Proficient,Proficient,Developing,"February 26-28, 2014",2.73,2.71,0.072,0.169,0.057,0.535,0.033,0.411,0.266,0.226,0.217,0.267,3.3,0.916,0.915,0.196,0.96,,,,,,,,
