DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How well do teachers work with each other?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - Dates of Review,Average Grade 4 English Proficiency,Average Grade 4 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
29Q176,P.S. 176 Cambria Heights,Elementary,741,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.96,0.94,0.94,0.86,0.87,0.94,Proficient,Proficient,Well Developed,Proficient,Proficient,1-Apr-15,3.14,3.03,0.017,0.118,0.043,0.38,0.038,0.295,0.058,0.901,0.031,0.003,13,1,0.957,0.09,0.959
29Q181,P.S. 181 Brookfield,Elementary,417,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.84,0.84,0.89,0.82,0.86,0.93,Proficient,Proficient,Proficient,Well Developed,Proficient,18-Dec-14,2.66,2.77,0.034,0.192,0.088,0.543,0.085,0.407,0.02,0.856,0.096,0.006,2.9,0.897,0.926,0.254,0.968
29Q192,I.S. 192 The Linden,Middle,511,Approaching Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.92,0.95,0.92,0.9,0.98,0.96,Proficient,Developing,Developing,Proficient,Proficient,12-Feb-15,2.38,2.39,0.051,0.217,0.106,0.487,0.078,0.372,0.031,0.873,0.076,0.012,13,0.919,0.94,0.14,0.961
29Q195,P.S. 195 William Haberle,Elementary,656,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,0.93,0.94,0.93,0.91,0.97,0.95,Proficient,Developing,Proficient,Proficient,Proficient,4-May-15,2.39,2.27,0.022,0.193,0.09,0.515,0.07,0.42,0.01,0.924,0.048,0.005,12.9,1,0.935,0.187,0.967
29Q208,P.S. / I.S. 208,K-8,703,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.94,0.93,0.88,0.84,0.83,0.91,Proficient,Well Developed,Well Developed,Proficient,Well Developed,29-Jan-15,2.87,2.9,0.011,0.186,0.031,0.302,0.021,0.192,0.085,0.764,0.117,0.013,11.9,0.902,0.963,0.058,0.957
29Q238,I.S. 238 - Susan B. Anthony Academy,Middle,1565,Meeting Target,Approaching Target,N/A,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.81,0.79,0.8,0.75,0.73,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,"October 21-23, 2013",2.5,2.59,0.143,0.146,0.055,0.609,0.137,0.442,0.257,0.434,0.259,0.019,3.7,0.794,0.93,0.212,0.964
29Q259,Pathways College Preparatory School: A College Boa,Middle,599,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.86,0.83,0.84,0.76,0.75,0.85,Proficient,Developing,Proficient,Proficient,Proficient,13-May-15,2.58,2.55,0.009,0.137,0,0.396,0.014,0.297,0.028,0.91,0.038,0.014,0,0,0.961,0.097,
29Q268,PS/IS 268,K-8,590,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.91,0.83,0.88,0.73,0.78,0.82,Proficient,Proficient,Proficient,Proficient,Proficient,1-May-15,2.51,2.62,0.049,0.144,0.071,0.65,0.037,0.541,0.246,0.38,0.259,0.017,10.8,0.707,0.944,0.159,0.95
29Q270,The Gordon Parks School,K-8,678,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.91,0.78,0.87,0.73,0.82,0.84,Proficient,Proficient,Well Developed,Proficient,Proficient,"May 12-13, 2014",2.64,2.59,0.003,0.167,0.047,0.358,0.019,0.267,0.009,0.978,0.006,0,3.2,0.93,0.959,0.087,0.972
29Q283,Preparatory Academy for Writers: A College Board S,Middle,552,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.94,0.93,0.88,0.92,0.81,0.91,Proficient,Well Developed,Proficient,Well Developed,Well Developed,"December 13-14, 2013",2.69,2.7,0.012,0.168,0,0.464,0.075,0.364,0.035,0.908,0.04,0,0,0,0.97,0.034,
29Q289,Queens United Middle School,Middle,148,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,0.75,0.86,0.85,0.84,0.84,0.91,Proficient,Proficient,Well Developed,Proficient,Proficient,17-Apr-15,2.5,2.41,0.02,0.189,0.047,0.367,0.054,0.27,0.007,0.845,0.068,0.007,2,0.083,0.949,0.131,0.963
29Q295,P.S./I.S. 295,K-8,540,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.95,0.85,0.87,0.69,0.81,0.82,Proficient,Proficient,Proficient,Proficient,Proficient,"March 24-25, 2014",2.8,3,0.096,0.17,0.082,0.419,0.053,0.32,0.375,0.281,0.264,0.049,3.8,0.868,0.963,0.074,0.954
29Q327,Eagle Academy for Young Men III,Middle,428,Meeting Target,Meeting Target,N/A,Approaching Target,N/A,N/A,Meeting Target,0.81,0.66,0.81,0.61,0.84,0.8,Well Developed,Proficient,Proficient,Proficient,Well Developed,21-Apr-15,2.4,2.52,0.004,0.25,0.092,0.419,0.038,0.319,0.015,0.885,0.035,0.038,0,0,0.928,0.273,
29Q355,Collaborative Arts Middle School,Middle,444,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.84,0.91,0.78,0.9,0.8,0.89,Proficient,Proficient,Proficient,Proficient,Proficient,"January 7-8, 2014",2.3,2.31,0.018,0.221,0.124,0.557,0.124,0.43,0.018,0.914,0.052,0.011,4,0.543,0.921,0.262,0.963
29Q356,Community Voices Middle School,Middle,429,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.81,0.85,0.84,0.87,0.75,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,15-Jan-15,2.29,2.28,0.035,0.21,0.079,0.547,0.161,0.403,0.007,0.914,0.061,0.005,4,0.5,0.917,0.273,0.953
30Q002,P.S. 002 Alfred Zimberg,Elementary,653,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.99,0.95,0.98,0.88,0.84,0.93,Well Developed,Proficient,Well Developed,Proficient,Proficient,"February 11-12, 2014",2.83,3.22,0.185,0.142,0.038,0.471,0.061,0.349,0.21,0.026,0.372,0.38,11.8,0.857,0.94,0.161,0.959
30Q010,I.S. 010 Horace Greeley,Middle,862,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.93,0.95,0.88,0.88,0.7,0.93,Proficient,Proficient,Proficient,Proficient,Proficient,12-Jan-15,2.51,2.71,0.094,0.166,0.05,0.605,0.061,0.478,0.212,0.058,0.535,0.186,10.3,0.869,0.943,0.154,0.96
30Q011,P.S. 011 Kathryn Phelan,Elementary,1275,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.91,0.9,0.92,0.85,0.85,0.94,Proficient,Proficient,Proficient,Well Developed,Well Developed,"January 28-29, 2014",2.66,2.89,0.249,0.172,0.041,0.567,0.118,0.446,0.401,0.016,0.485,0.089,1,0.841,0.953,0.12,0.955
30Q017,P.S. 017 Henry David Thoreau,Elementary,531,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.91,0.9,0.9,0.78,0.88,0.95,Developing,Developing,Developing,Proficient,Proficient,18-Nov-14,2.28,2.41,0.253,0.248,0.106,0.699,0.092,0.587,0.152,0.122,0.595,0.124,2.9,0.923,0.938,0.195,0.966
30Q069,P.S. 069 Jackson Heights,Elementary,1159,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.91,0.9,0.94,0.8,0.85,0.94,Proficient,Developing,Developing,Proficient,Developing,25-Nov-14,2.9,3.02,0.205,0.091,0.032,0.637,0.087,0.461,0.478,0.006,0.42,0.082,12,1,0.965,0.067,0.954
30Q070,P.S. 070 Queens,Elementary,1029,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.88,0.76,0.9,0.62,0.78,0.78,Proficient,Proficient,Proficient,Proficient,Proficient,"October 22-23, 2013",2.8,2.97,0.221,0.138,0.035,0.578,0.023,0.466,0.183,0.023,0.428,0.349,11.9,0.892,0.953,0.129,0.952
30Q076,P.S. 076 William Hallet,Elementary,556,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.82,0.82,0.86,0.75,0.76,0.83,Proficient,Developing,Proficient,Developing,Proficient,11-Feb-15,2.3,2.46,0.143,0.418,0.189,0.766,0.106,0.63,0.079,0.295,0.501,0.112,10.4,0.736,0.927,0.26,0.96
30Q078,P.S./I.S. 78Q,K-8,475,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,0.96,0.97,0.87,0.89,0.89,0.93,Proficient,Well Developed,Well Developed,Well Developed,Proficient,2-Mar-15,2.92,3.28,0.077,0.107,0,0.232,0.025,0.169,0.134,0.043,0.376,0.396,9,0.656,0.946,0.126,0.971
30Q084,P.S. 084 Steinway,K-8,368,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.95,0.89,0.89,0.83,0.84,0.92,Proficient,Proficient,Developing,Proficient,Proficient,"November 12-13, 2013",2.63,2.86,0.114,0.185,0.003,0.568,0.108,0.424,0.077,0.067,0.37,0.471,11.2,0.828,0.939,0.167,0.96
30Q085,P.S. 085 Judge Charles Vallone,Elementary,580,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,0.97,0.87,0.95,0.7,0.84,0.83,Developing,Developing,Proficient,Well Developed,Proficient,6-Feb-15,2.96,3.22,0.118,0.109,0.021,0.481,0.064,0.328,0.212,0.049,0.303,0.388,12,0.85,0.942,0.186,0.97
30Q092,P.S. 092 Harry T. Stewart Sr.,Elementary,904,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,0.9,0.9,0.91,0.79,0.83,0.96,Proficient,Developing,Proficient,Proficient,Developing,8-Dec-14,2.19,2.23,0.391,0.18,0.07,0.789,0.056,0.675,0.016,0.022,0.959,0.001,7.8,0.908,0.962,0.063,0.96
30Q111,P.S. 111 Jacob Blackwell,K-8,332,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.87,0.84,0.84,0.76,0.78,0.83,Developing,Developing,Developing,Proficient,Developing,4-May-15,2.07,2.16,0.202,0.292,0.196,0.847,0.199,0.689,0.074,0.369,0.471,0.067,0.8,0.972,0.886,0.454,0.963
30Q112,P.S. 112 Dutch Kills,Elementary,538,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.93,0.91,0.93,0.82,0.86,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,7-Jan-15,2.4,2.83,0.159,0.174,0.044,0.82,0.095,0.671,0.26,0.205,0.457,0.066,10.4,0.895,0.941,0.201,0.965
30Q122,P.S. 122 Mamie Fay,K-8,1369,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,0.9,0.86,0.91,0.71,0.78,0.92,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,26-Feb-15,3.65,3.91,0.058,0.116,0.017,0.421,0.024,0.305,0.314,0.063,0.219,0.376,6.9,0.831,0.959,0.081,0.96
30Q126,Albert Shanker School for Visual and Performing Ar,Middle,565,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.9,0.97,0.91,0.93,0.81,0.96,Well Developed,Well Developed,Proficient,Proficient,Proficient,11-Dec-14,2.44,2.65,0.14,0.2,0.073,0.707,0.081,0.581,0.232,0.149,0.512,0.099,6.9,0.805,0.935,0.197,0.962
30Q127,P.S. 127 Aerospace Science Magne,K-8,1421,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,0.88,0.72,0.87,0.52,0.76,0.77,Proficient,Proficient,Developing,Proficient,Proficient,"December 10-11, 2013",2.3,2.46,0.347,0.153,0.059,0.669,0.068,0.553,0.116,0.138,0.733,0.011,6.9,0.776,0.935,0.201,0.964
30Q141,I.S. 141 The Steinway,Middle,1197,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.89,0.89,0.85,0.78,0.73,0.87,Well Developed,Proficient,Proficient,Well Developed,Well Developed,25-Mar-15,2.8,3.05,0.071,0.13,0.021,0.513,0.062,0.385,0.225,0.026,0.4,0.323,8.3,0.747,0.954,0.121,0.959
30Q145,I.S. 145 Joseph Pulitzer,Middle,2064,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.87,0.85,0.86,0.74,0.76,0.86,Well Developed,Proficient,Proficient,Well Developed,Proficient,14-May-15,2.4,2.69,0.238,0.174,0.066,0.682,0.066,0.551,0.074,0.016,0.887,0.021,16.5,0.784,0.959,0.09,0.958
30Q148,P.S. 148 Queens,Elementary,1042,Not Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.76,0.6,0.82,0.39,0.78,0.71,Proficient,Developing,Developing,Proficient,Proficient,8-Dec-14,2.39,2.68,0.309,0.154,0.064,0.662,0.098,0.533,0.13,0.007,0.828,0.032,1.8,0.924,0.954,0.105,0.972
30Q149,P.S. 149 Christa Mcauliffe,Elementary,1237,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.89,0.92,0.93,0.86,0.82,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,20-Nov-14,2.48,2.86,0.338,0.127,0.027,0.735,0.228,0.551,0.089,0.015,0.861,0.031,5.8,0.904,0.955,0.107,0.966
30Q150,P.S. 150 Queens,Elementary,1219,Exceeding Target,Meeting Target,Exceeding Target,Not Meeting Target,Approaching Target,Approaching Target,Exceeding Target,0.94,0.81,0.93,0.64,0.81,0.84,Well Developed,Proficient,Well Developed,Well Developed,Proficient,22-Jan-15,2.8,3.23,0.133,0.115,0.031,0.512,0.031,0.395,0.288,0.011,0.457,0.223,10,1,0.953,0.103,0.956
30Q151,P.S. 151 Mary D. Carter,Elementary,439,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.9,0.94,0.91,0.87,0.84,0.93,Proficient,Developing,Developing,Proficient,Proficient,5-Nov-14,2.27,2.37,0.129,0.236,0.054,0.771,0.147,0.643,0.137,0.214,0.555,0.083,2,0.895,0.926,0.302,0.967
30Q152,P.S. 152 Gwendoline N. Alleyne School,Elementary,1385,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.91,0.86,0.94,0.74,0.79,0.91,Well Developed,Proficient,Proficient,Well Developed,Well Developed,13-Apr-15,2.8,2.97,0.292,0.133,0.027,0.693,0.19,0.513,0.484,0.004,0.455,0.044,10.2,0.845,0.965,0.053,0.96
30Q166,P.S. 166 Henry Gradstein,Elementary,1255,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.91,0.9,0.94,0.83,0.83,0.9,Proficient,Proficient,Well Developed,Well Developed,Well Developed,23-Jan-15,2.63,2.86,0.185,0.119,0.04,0.609,0.019,0.458,0.304,0.051,0.449,0.183,3.4,0.871,0.952,0.113,0.954
30Q171,P.S. 171 Peter G. Van Alst,Elementary,558,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.93,0.92,0.92,0.8,0.81,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,4-Feb-15,2.35,2.69,0.217,0.217,0.052,0.754,0.123,0.648,0.205,0.237,0.507,0.04,27.8,0.927,0.919,0.301,0.961
30Q204,I.S. 204 Oliver W. Holmes,Middle,590,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Exceeding Target,0.79,0.76,0.83,0.68,0.76,0.8,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,15-Dec-14,2.39,2.63,0.137,0.22,0.102,0.745,0.063,0.602,0.222,0.19,0.505,0.075,7.7,0.816,0.934,0.208,0.944
30Q212,P.S. 212,Elementary,788,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.96,0.95,0.95,0.88,0.85,0.95,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"January 14-15, 2014",2.74,3.05,0.124,0.146,0.041,0.627,0.049,0.499,0.22,0.01,0.66,0.1,7.9,0.87,0.951,0.119,0.966
30Q227,I.S. 227 Louis Armstrong,Middle,1642,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Exceeding Target,0.94,0.96,0.9,0.93,0.75,0.95,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,"May 28-30, 2013",2.84,3.16,0.049,0.14,0.051,0.554,0.035,0.425,0.141,0.121,0.468,0.261,0.4,0.731,0.966,0.059,0.969
30Q230,I.S. 230,Middle,1078,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.9,0.91,0.87,0.85,0.74,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"December 18-19, 2013",2.77,3.11,0.108,0.115,0.032,0.601,0.061,0.442,0.382,0.01,0.533,0.069,1,0.761,0.958,0.079,0.962
30Q234,P.S. 234,Elementary,624,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.93,0.87,0.95,0.82,0.83,0.89,Proficient,Proficient,Proficient,Proficient,Proficient,"March 12-13, 2014",2.65,3.08,0.241,0.158,0.06,0.672,0.041,0.544,0.236,0.043,0.404,0.305,0.8,0.865,0.951,0.106,0.953
30Q235,Academy for New Americans,Middle,150,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,N/A,0.93,0.96,0.96,0.92,0.84,0.96,Proficient,Well Developed,Proficient,Well Developed,Proficient,22-Jan-15,2.09,2.48,1,0,0,0.676,0.407,0.207,0.26,0.02,0.607,0.113,2.8,1,0.959,0.105,0.962
30Q280,P.S. 280,Elementary,575,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,N/A,0.86,0.9,0.93,0.79,0.86,0.95,Proficient,Proficient,Proficient,Well Developed,Proficient,12-Mar-15,2.22,2.41,0.44,0.162,0.049,0.766,0.071,0.637,0.082,0.005,0.892,0.014,2,0.619,0.955,0.11,0.97
30Q286,"Young Women's Leadership School, Astoria",Middle,572,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.9,0.95,0.91,0.78,0.74,0.87,Proficient,Developing,Proficient,Proficient,Proficient,20-Apr-15,2.87,3.12,0.032,0.108,0,0.561,0.032,0.454,0.291,0.08,0.454,0.163,0,0,0.967,0.056,
30Q291,Hunters Point Community Middle School,Middle,227,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.88,0.94,0.85,0.97,0.85,0.92,Well Developed,Proficient,Proficient,Well Developed,Proficient,27-Mar-15,2.69,2.93,0.079,0.233,0.057,0.563,0.04,0.441,0.159,0.163,0.502,0.141,2,0.421,0.944,0.141,0.983
30Q300,The 30th Avenue School (G&T Citywide),Middle,117,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.94,0.97,0.95,0.95,0.93,0.99,Proficient,Proficient,Developing,Well Developed,Proficient,1-Apr-15,3.82,4.14,0,0.1,0,0.259,0.017,0.128,0.5,0.1,0.033,0.267,1,1,0.964,0.043,0.98
30Q580,Baccalaureate School for Global Education,Middle,478,Meeting Target,Approaching Target,Exceeding Target,Approaching Target,Not Meeting Target,Meeting Target,Exceeding Target,0.88,0.81,0.9,0.74,0.7,0.89,Proficient,Developing,Proficient,Well Developed,Developing,"January 23-24, 2014",3.92,4.19,0,0,0,0.276,0,0.117,0.617,0.006,0.08,0.272,0,0,0.984,0.012,
31R001,P.S. 001 Tottenville,Elementary,520,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.96,0.91,0.97,0.81,0.87,0.92,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,6-Nov-14,2.88,2.83,0.049,0.318,0.004,0.298,0.061,0.211,0.01,0.014,0.156,0.818,2.7,0.85,0.936,0.177,0.941
31R002,I.S. R002 George L. Egbert,Middle,816,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.83,0.92,0.82,0.78,0.75,0.89,Proficient,Developing,Developing,Proficient,Proficient,12-Jan-15,2.62,2.88,0.055,0.261,0.072,0.526,0.119,0.388,0.091,0.064,0.297,0.542,7.9,0.903,0.932,0.198,0.969
31R003,P.S. 003 The Margaret Gioiosa School,Elementary,998,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,0.87,0.72,0.9,0.51,0.83,0.71,Proficient,Developing,Proficient,Developing,Developing,11-Feb-15,3.1,3.39,0.022,0.199,0.029,0.194,0.021,0.142,0.055,0.005,0.102,0.827,5.8,0.877,0.949,0.112,0.941
31R004,P.S. 004 Maurice Wollin,Elementary,800,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.95,0.96,0.98,0.9,0.84,0.96,Proficient,Developing,Developing,Proficient,Proficient,6-May-15,2.87,3.12,0.026,0.305,0.064,0.292,0.036,0.202,0.045,0.022,0.165,0.75,1,0.922,0.943,0.144,0.95
31R005,P.S. 005 Huguenot,Elementary,245,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,1,0.99,1,0.96,0.9,0.96,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,4-Mar-14,2.74,3.22,0,0.224,0,0.158,0.037,0.073,0.016,0.008,0.09,0.886,4.8,0.762,0.958,0.053,0.976
31R006,P.S. 6 Corporal Allan F. Kivlehan School,Elementary,688,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.9,0.88,0.96,0.69,0.84,0.81,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,"March 26-27, 2014",2.62,2.67,0.023,0.271,0.066,0.239,0.037,0.176,0.026,0.008,0.106,0.834,4.8,0.843,0.945,0.119,0.968
31R007,I.S. 007 Elias Bernstein,Middle,1234,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.94,0.93,0.88,0.84,0.76,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,4-Dec-14,3.03,3.28,0.007,0.154,0.03,0.239,0.031,0.147,0.046,0.006,0.076,0.867,12,0.863,0.944,0.149,0.956
31R008,P.S. 8 Shirlee Solomon,Elementary,554,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.97,0.97,0.95,0.87,0.87,0.97,Proficient,Developing,Developing,Well Developed,Proficient,19-Nov-14,2.67,3.39,0.021,0.233,0.067,0.273,0.017,0.179,0.061,0.027,0.126,0.782,14.3,0.806,0.949,0.11,0.952
31R011,P.S. 11 Thomas Dongan School,Elementary,282,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.93,0.86,0.85,0.77,0.88,0.87,Well Developed,Proficient,Proficient,Well Developed,Well Developed,19-May-15,2.51,2.59,0.1,0.265,0.149,0.567,0.052,0.47,0.072,0.161,0.394,0.357,9.7,0.8,0.935,0.189,0.971
31R013,P.S. 013 M. L. Lindemeyer,Elementary,861,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.94,0.93,0.95,0.85,0.88,0.94,Proficient,Proficient,Well Developed,Proficient,Well Developed,"November 25-26, 2013",2.66,2.81,0.146,0.226,0.06,0.639,0.083,0.531,0.135,0.174,0.434,0.231,5.8,0.847,0.943,0.195,0.947
31R014,P.S. 014 Cornelius Vanderbilt,Elementary,101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.82,0.87,0.89,0.81,0.79,0.9,N/A,N/A,N/A,N/A,N/A,,2.12,2.14,0.089,0.396,0.069,0.882,0.149,0.802,0.05,0.426,0.436,0.079,11,1,0.895,0.43,0.979
31R016,P.S. 016 John J. Driscoll,Elementary,620,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.95,0.87,0.9,0.74,0.83,0.89,Proficient,Developing,Proficient,Proficient,Proficient,25-Mar-15,2.18,2.23,0.281,0.283,0.134,0.829,0.13,0.719,0.051,0.22,0.596,0.127,0.2,0.849,0.92,0.298,0.965
31R018,P.S. 018 John G. Whittier,Elementary,637,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.89,0.81,0.84,0.72,0.83,0.86,Proficient,Developing,Proficient,Proficient,Proficient,November 21-22 2013,2.28,2.44,0.058,0.404,0.168,0.851,0.17,0.74,0.031,0.449,0.449,0.057,4.8,0.887,0.92,0.336,0.958
31R019,P.S. 019 The Curtis School,Elementary,622,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.89,0.89,0.91,0.75,0.85,0.91,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,15-May-15,2.5,2.67,0.183,0.198,0.056,0.755,0.08,0.655,0.044,0.16,0.657,0.108,13.9,0.902,0.929,0.236,0.958
31R020,P.S. 020 Port Richmond,Elementary,487,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.86,0.89,0.92,0.85,0.84,0.9,Proficient,Developing,Proficient,Proficient,Developing,"December 10-11, 2013",2.18,2.28,0.415,0.333,0.144,0.862,0.101,0.797,0.006,0.138,0.78,0.062,9.6,0.833,0.944,0.179,0.964
31R021,P.S. 21 Margaret Emery-Elm Park,Elementary,404,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.98,0.91,0.95,0.78,0.82,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,8-May-15,2.31,2.55,0.183,0.359,0.089,0.788,0.092,0.683,0.017,0.205,0.577,0.2,11.8,0.788,0.929,0.199,0.937
