DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - Dates of Review,Average Grade 5 English Proficiency,Average Grade 5 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
15K464,Park Slope Collegiate,Middle,167,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.74,0.82,0.69,0.89,0.85,0.9,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42137,2.8,2.76,0.102,0.299,0,0.599,0.03,0.383,0.078,0.21,0.329,0.371,12,0.605,0.944,0.156,0.961
15K497,School for International Studies,Middle,175,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.66,0.65,0.62,0.72,0.82,0.78,Well Developed,Proficient,Well Developed,Proficient,Well Developed,42136,2.55,2.64,0.16,0.326,0.063,0.661,0.109,0.446,0.063,0.314,0.349,0.217,3.8,0.538,0.92,0.266,0.978
15K676,Red Hook Neighborhood School,Elementary,185,Approaching Target,Meeting Target,Not Meeting Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,0.78,0.76,0.59,0.87,0.91,0.88,Developing,Developing,Proficient,Developing,Proficient,42012,,,0.103,0.216,0.049,0.928,0.276,0.724,0.011,0.476,0.476,0.027,0.8,0.813,0.881,0.44,0.98
15K821,Sunset Park Prep,Middle,515,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.78,0.81,0.71,0.85,0.78,0.88,Proficient,Proficient,Proficient,Well Developed,Well Developed,42125,2.73,2.91,0.146,0.198,0.002,0.784,0.031,0.652,0.194,0.01,0.75,0.043,2.9,0.75,0.96,0.081,0.96
15K839,M.S. 839,Middle,106,,,,,,,,0.91,0.98,0.8,1,0.91,0.97,Well Developed,Developing,Proficient,Proficient,Proficient,42503,2.97,2.86,0.066,0.236,0,0.434,0.094,0.292,0.142,0.142,0.33,0.358,1,0.125,0.966,0.055,1
16K021,P.S. 021 Crispus Attucks,Elementary,569,Exceeding Target,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.92,0.9,0.8,0.91,0.92,0.94,Well Developed,Proficient,Proficient,Proficient,Developing,42439,,,0.012,0.213,0.042,0.768,0.111,0.599,0.009,0.895,0.076,0.018,3.5,0.932,0.926,0.276,0.967
16K025,P.S. 025 Eubie Blake School,Elementary,131,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.94,0.9,0.88,0.92,0.93,0.92,Proficient,Proficient,Proficient,Proficient,Proficient,42320,,,0.069,0.351,0.115,0.886,0.305,0.756,0.038,0.649,0.282,0.008,7.8,0.952,0.905,0.373,0.956
16K026,P.S. 026 Jesse Owens,Elementary,192,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,0.83,0.9,0.81,0.88,0.94,0.94,Well Developed,Well Developed,Proficient,Well Developed,Proficient,42411,,,0.068,0.297,0.083,0.865,0.24,0.734,0.01,0.703,0.266,0.021,4.8,0.737,0.917,0.312,0.969
16K028,P.S. 028 The Warren Prep Academy,Elementary,183,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.73,0.63,0.56,0.71,0.92,0.79,Developing,Developing,Proficient,Proficient,Proficient,42135,,,0.104,0.202,0.098,0.876,0.186,0.743,0.011,0.82,0.109,0.049,1.9,0.7,0.918,0.297,0.964
16K035,M.S. 035 Stephen Decatur,Middle,168,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.92,0.96,0.91,0.99,0.95,0.97,Proficient,Proficient,Well Developed,Well Developed,Proficient,42128,2.59,2.49,0.006,0.304,0.077,0.777,0.185,0.607,0.012,0.839,0.137,0,12,1,0.912,0.327,0.954
16K040,P.S. 040 George W. Carver,Elementary,270,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,0.89,0.91,0.8,0.98,0.82,0.97,Proficient,Proficient,Proficient,Well Developed,Proficient,42142,,,0.067,0.289,0.13,0.875,0.148,0.752,0.033,0.767,0.17,0.019,0.9,0.875,0.928,0.268,0.969
16K057,J.H.S. 057 Whitelaw Reid,Middle,169,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.94,0.96,0.9,0.97,0.91,0.96,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,41990,2.6,2.48,0.03,0.302,0.083,0.836,0.331,0.663,0,0.663,0.32,0.006,9.8,0.813,0.916,0.32,0.968
16K081,P.S. 081 Thaddeus Stevens,Elementary,285,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.94,0.91,0.87,0.97,0.91,0.95,Proficient,Proficient,Proficient,Proficient,Proficient,42328,,,0.084,0.323,0.147,0.872,0.281,0.733,0.028,0.554,0.379,0,13.1,0.9,0.892,0.41,0.972
16K243,P.S. 243K- The Weeksville School,Elementary,247,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.73,0.75,0.71,0.66,0.85,0.8,Proficient,Developing,Proficient,Proficient,Developing,42129,,,0.024,0.287,0.093,0.881,0.178,0.725,0.032,0.717,0.219,0,10.8,0.852,0.91,0.342,0.963
16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,K-8,418,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.94,0.79,0.8,0.83,0.87,0.81,Proficient,Proficient,Proficient,Well Developed,Proficient,42409,,,0.038,0.22,0.067,0.818,0.23,0.672,0.014,0.835,0.134,0.014,11.8,0.75,0.923,0.278,0.963
16K267,"M.S. 267 Math, Science & Technology",Middle,182,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.97,0.99,0.86,0.98,0.93,0.93,Well Developed,Proficient,Proficient,Proficient,Proficient,42383,2.47,2.38,0.11,0.335,0.137,0.829,0.203,0.676,0.022,0.632,0.247,0.033,9.7,0.952,0.851,0.452,0.954
16K308,P.S. 308 Clara Cardwell,K-8,345,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.71,0.71,0.56,0.85,0.87,0.89,Proficient,Developing,Proficient,Proficient,Proficient,42072,,,0.049,0.301,0.128,0.835,0.293,0.696,0.023,0.768,0.191,0.006,0.4,0.943,0.867,0.545,0.942
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,Elementary,207,Not Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,0.72,0.54,0.64,0.66,0.85,0.71,Developing,Developing,Developing,Proficient,Proficient,41946,,,0.087,0.338,0.126,0.817,0.304,0.628,0.039,0.609,0.324,0.014,3.9,0.893,0.924,0.303,0.964
16K335,P.S. 335 Granville T. Woods,Elementary,280,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.92,0.92,0.81,0.91,0.87,0.93,Developing,Developing,Developing,Proficient,Proficient,42397,,,0.046,0.204,0.089,0.849,0.171,0.725,0.004,0.789,0.182,0.018,2.7,0.967,0.914,0.338,0.95
16K385,"School of Business, Finance and Entrepreneurship",Middle,60,,,,,,,,0.89,0.84,0.75,0.9,0.97,0.9,Developing,Developing,Developing,Proficient,Proficient,42039,2.26,2.35,0.05,0.333,0.167,0.857,0.283,0.7,0.017,0.783,0.167,0.033,3.8,1,0.923,0.283,0.965
16K534,Upper School @ P.S. 25,Middle,87,,,,,,,,0.95,0.93,0.87,0.94,0.92,0.95,Proficient,Developing,Proficient,Proficient,Proficient,42016,2.36,2.31,0.092,0.31,0.184,0.888,0.322,0.759,0.011,0.713,0.264,0,4,0.889,0.903,0.333,0.971
16K584,M.S. 584,Middle,92,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.79,0.66,0.71,0.65,0.86,0.77,Proficient,Developing,Developing,Developing,Developing,42500,2.37,2.36,0.098,0.337,0.174,0.889,0.25,0.761,0.011,0.739,0.228,0,0.4,1,0.893,0.46,0.965
16K627,Brighter Choice Community School,Elementary,148,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.9,0.77,0.82,0.85,0.96,0.9,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,41964,,,0.041,0.176,0.054,0.845,0.297,0.689,0,0.709,0.284,0.007,8,1,0.891,0.461,0.916
16K628,Brooklyn Brownstone School,Elementary,188,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.93,0.98,0.93,0.99,0.95,0.98,Proficient,Proficient,Proficient,Well Developed,Well Developed,42135,,,0,0.176,0,0.591,0.106,0.351,0,0.835,0.09,0.069,8,0.923,0.942,0.189,0.985
16K636,Young Scholars' Academy for Discovery and Explorat,Elementary,159,,,,,,,,0.96,0.96,0.9,0.99,0.95,0.97,Proficient,Developing,Proficient,Developing,Proficient,41984,,,0.05,0.226,0.069,0.866,0.283,0.717,0.006,0.497,0.472,0.025,,0.667,0.894,0.384,0.988
16K681,Madiba Prep Middle School,Middle,173,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.79,0.82,0.81,0.83,0.84,0.86,Developing,Developing,Developing,Proficient,Proficient,41960,2.69,2.62,0.069,0.289,0.081,0.758,0.225,0.561,0.006,0.763,0.202,0.017,4,0.316,0.902,0.341,0.963
17K002,Parkside Preparatory Academy,Middle,475,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.82,0.82,0.75,0.94,0.86,0.9,Proficient,Proficient,Proficient,Well Developed,Proficient,42395,2.62,2.53,0.074,0.194,0.082,0.707,0.16,0.509,0.034,0.806,0.128,0.021,13.5,0.706,0.944,0.177,0.966
17K006,P.S. 006,Elementary,712,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.92,0.92,0.82,0.94,0.87,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,41985,,,0.149,0.23,0.098,0.833,0.267,0.694,0.004,0.739,0.228,0.021,1,0.887,0.92,0.295,0.97
17K012,Dr. Jacqueline Peek-Davis School,Elementary,213,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.78,0.7,0.8,0.66,0.84,0.77,Developing,Developing,Proficient,Proficient,Proficient,42033,,,0.066,0.305,0.103,0.863,0.254,0.732,0.009,0.77,0.192,0.019,10.3,0.85,0.905,0.351,0.973
17K061,M.S. 061 Dr. Gladstone H. Atwell,Middle,814,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.8,0.86,0.72,0.85,0.9,0.88,Proficient,Developing,Proficient,Proficient,Proficient,41957,2.67,2.57,0.064,0.186,0.047,0.703,0.115,0.553,0.009,0.88,0.098,0.011,3,0.9,0.917,0.263,0.958
17K091,P.S. 091 The Albany Avenue School,Elementary,314,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.87,0.82,0.82,0.8,0.85,0.8,Proficient,Proficient,Proficient,Proficient,Proficient,42068,,,0.07,0.264,0.111,0.761,0.223,0.608,0.006,0.914,0.051,0.016,6,0.97,0.924,0.249,0.957
17K092,P.S. 092 Adrian Hegeman,Elementary,425,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.8,0.79,0.73,0.87,0.88,0.88,Proficient,Proficient,Proficient,Proficient,Proficient,42130,,,0.167,0.195,0.049,0.764,0.226,0.614,0.059,0.755,0.174,0.005,1,0.919,0.912,0.326,0.962
17K138,P.S. 138 Brooklyn,K-8,650,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.89,0.88,0.76,0.92,0.92,0.93,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,42090,,,0.068,0.169,0.062,0.739,0.22,0.56,0.012,0.849,0.088,0.04,15.5,0.902,0.923,0.262,0.977
17K161,P.S. 161 The Crown,Elementary,382,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.86,0.88,0.81,0.91,0.91,0.95,Proficient,Developing,Developing,Proficient,Proficient,42080,,,0.042,0.173,0.029,0.71,0.194,0.537,0.071,0.78,0.115,0.018,4.8,1,0.934,0.229,0.949
17K167,P.S. 167 The Parkway,Elementary,55,,,,,,,,0.91,0.91,0.82,0.95,0.9,0.94,Proficient,Developing,Developing,Proficient,Proficient,42018,,,0.036,0.255,0.145,0.832,0.327,0.655,0,0.818,0.164,0.018,6.8,1,0.934,0.224,0.97
17K181,P.S. 181 Brooklyn,K-8,811,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.73,0.68,0.63,0.78,0.86,0.83,Proficient,Developing,Developing,Proficient,Proficient,42353,,,0.097,0.187,0.048,0.71,0.097,0.583,0.004,0.852,0.101,0.022,1,0.838,0.931,0.229,0.96
17K189,P.S. 189 The Bilingual Center,K-8,1044,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.92,0.9,0.78,0.91,0.85,0.91,Proficient,Proficient,Well Developed,Well Developed,Well Developed,42342,,,0.164,0.14,0.023,0.73,0.122,0.572,0.024,0.719,0.247,0.004,13.9,0.867,0.939,0.185,0.966
17K191,P.S. 191 Paul Robeson,Elementary,169,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.84,0.89,0.84,0.88,0.88,0.87,Well Developed,Proficient,Proficient,Well Developed,Proficient,42398,,,0.041,0.219,0.012,0.901,0.391,0.669,0.012,0.817,0.148,0,20.1,0.813,0.895,0.402,0.97
17K221,P.S. 221 Toussaint L'Ouverture,Elementary,361,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.96,0.98,0.94,0.99,0.95,0.97,Proficient,Proficient,Proficient,Proficient,Proficient,42072,,,0.066,0.205,0.066,0.707,0.125,0.568,0.003,0.856,0.105,0.025,12.8,0.966,0.909,0.36,0.959
17K241,P.S. 241 Emma L. Johnston,Elementary,501,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.81,0.83,0.88,0.91,0.91,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42321,,,0.086,0.1,0.002,0.763,0.214,0.579,0.004,0.868,0.094,0.022,6,0.929,0.933,0.207,0.977
17K246,M.S. 246 Walt Whitman,Middle,476,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.75,0.73,0.69,0.76,0.84,0.84,Proficient,Developing,Proficient,Proficient,Proficient,41978,2.4,2.27,0.206,0.269,0.118,0.738,0.258,0.561,0.013,0.744,0.214,0.017,10.9,0.787,0.914,0.264,0.955
17K249,P.S. 249 The Caton,Elementary,859,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.96,0.96,0.92,0.99,0.92,0.96,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42094,,,0.249,0.179,0.036,0.693,0.126,0.566,0.059,0.4,0.495,0.04,16,0.661,0.95,0.133,0.964
17K289,P.S. 289 George V. Brower,Elementary,365,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.75,0.79,0.76,0.76,0.84,0.82,Proficient,Developing,Proficient,Proficient,Proficient,41984,,,0.079,0.293,0.11,0.803,0.225,0.63,0.033,0.734,0.181,0.016,16.6,1,0.892,0.427,0.958
17K316,P.S. 316 Elijah Stroud,Elementary,378,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.88,0.84,0.89,0.88,0.92,0.9,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42026,,,0.045,0.206,0.003,0.675,0.074,0.556,0.003,0.728,0.196,0.05,4.9,0.581,0.941,0.173,0.971
17K334,Middle School for Academic and Social Excellence,Middle,82,,,,,,,,0.85,0.87,0.77,0.91,0.88,0.89,,,,,,,2.23,2.14,0.085,0.354,0.122,0.858,0.232,0.744,0.024,0.817,0.134,0.012,0.9,1,0.865,0.35,0.958
17K340,I.S. 340,Middle,203,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.77,0.85,0.61,0.87,0.88,0.84,Proficient,Proficient,Proficient,Well Developed,Well Developed,42405,2.97,2.96,0.01,0.148,0.044,0.704,0.143,0.532,0.02,0.828,0.128,0.01,9.8,0.714,0.94,0.176,0.964
17K352,Ebbets Field Middle School,Middle,188,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.87,0.81,0.77,0.83,0.84,0.85,Proficient,Proficient,Proficient,Proficient,Proficient,42460,2.45,2.44,0.191,0.25,0.149,0.755,0.149,0.622,0.027,0.638,0.298,0.037,11,0.864,0.914,0.258,0.947
17K353,Elijah Stroud Middle School,Middle,196,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.78,0.77,0.86,0.86,0.9,Proficient,Developing,Proficient,Well Developed,Proficient,42062,2.43,2.3,0.036,0.265,0.071,0.716,0.128,0.587,0.015,0.821,0.138,0.026,3.7,0.474,0.922,0.252,0.958
17K354,The School of Integrated Learning,Middle,202,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.91,0.96,0.93,1,0.94,0.96,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42083,2.58,2.43,0.109,0.292,0.114,0.767,0.282,0.569,0.025,0.772,0.139,0.035,11,0.714,0.914,0.249,0.979
17K375,P.S. 375 Jackie Robinson School,Elementary,419,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.83,0.81,0.8,0.88,0.89,0.87,Proficient,Developing,Proficient,Proficient,Developing,42332,,,0.277,0.274,0.115,0.783,0.158,0.642,0.029,0.613,0.298,0.041,1.7,0.85,0.92,0.285,0.957
17K382,Academy for College Preparation and Career Explora,Middle,135,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.76,0.67,0.61,0.78,0.76,0.84,Proficient,Developing,Proficient,Proficient,Developing,42353,2.55,2.46,0.074,0.17,0,0.656,0.126,0.496,0.007,0.77,0.178,0.015,6,0.778,0.934,0.19,0.976
17K394,M.S. K394,K-8,524,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.76,0.76,0.66,0.79,0.83,0.78,Proficient,Proficient,Proficient,Proficient,Proficient,42355,,,0.048,0.158,0.029,0.808,0.219,0.59,0.057,0.777,0.149,0.01,3,0.927,0.917,0.254,0.96
17K397,P.S. 397 Foster-Laurie,Elementary,240,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.86,0.94,0.89,0.97,0.9,0.95,Developing,Developing,Developing,Proficient,Developing,42129,,,0.121,0.183,0.017,0.784,0.213,0.638,0.025,0.825,0.083,0.042,0.7,0.864,0.929,0.295,0.955
17K398,P.S. 398 Walter Weaver,Elementary,337,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.81,0.7,0.88,0.89,0.92,Proficient,Proficient,Developing,Proficient,Proficient,42026,,,0.08,0.288,0.16,0.85,0.362,0.697,0.009,0.742,0.131,0.003,3.8,0.8,0.905,0.356,0.979
17K399,P.S. 399 Stanley Eugene Clark,Elementary,481,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,0.81,0.62,0.83,0.6,0.87,0.76,Proficient,Proficient,Proficient,Well Developed,Proficient,42514,,,0.085,0.089,0.008,0.716,0.181,0.561,0.033,0.717,0.143,0.008,13.9,0.885,0.917,0.3,0.954
17K484,Ronald Edmonds Learning Center II,Middle,141,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,1,0.98,0.98,1,0.99,1,Proficient,Developing,Proficient,Proficient,Proficient,42067,2.5,2.44,0.043,0.248,0.149,0.835,0.248,0.66,0.007,0.837,0.128,0.007,3.6,0.909,0.887,0.338,0.968
17K531,"School for Human Rights, The",Middle,104,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.89,0.9,0.76,0.93,0.82,0.92,Proficient,Proficient,Proficient,Proficient,Proficient,41983,2.52,2.33,0.058,0.192,0.01,0.648,0.087,0.548,0.019,0.856,0.106,0,9,0.917,0.942,0.165,0.967
17K532,New Bridges Elementary,Elementary,341,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,,0.79,0.9,0.76,0.95,0.95,0.97,Proficient,Proficient,Proficient,Proficient,Proficient,42040,,,0.079,0.232,0.009,0.833,0.311,0.633,0.006,0.751,0.199,0.026,3,0.143,0.918,0.306,0.982
17K533,School for Democracy and Leadership,Middle,47,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.69,0.54,0.63,0.65,0.8,0.74,Well Developed,Developing,Proficient,Proficient,Proficient,42426,2.19,2.06,0.043,0.447,0.191,0.657,0.277,0.553,0,0.809,0.191,0,4.8,0.815,0.893,0.3,0.954
17K543,"Science, Technology and Research Early College Hig",Middle,194,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,0.93,0.94,0.77,0.97,0.99,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42011,3.23,3.39,0.01,0.088,0.005,0.51,0.072,0.314,0.026,0.84,0.124,0.005,8,0.828,0.973,0.036,0.965
17K590,Medgar Evers College Preparatory School,Middle,301,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.85,0.78,0.64,0.87,0.94,0.86,Well Developed,Well Developed,Proficient,Well Developed,Proficient,42142,3.83,3.88,0,0.007,0,0.471,0.047,0.269,0.043,0.874,0.03,0.003,14.9,0.823,0.956,0.095,0.982
17K705,Brooklyn Arts and Science Elementary School,Elementary,289,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,0.8,0.85,0.78,0.91,0.96,0.96,Well Developed,Proficient,Proficient,Well Developed,Proficient,42038,,,0.09,0.311,0.114,0.657,0.107,0.484,0.052,0.519,0.291,0.118,4,0.517,0.916,0.287,0.979
17K722,New Heights Middle School,Middle,261,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.79,0.73,0.72,0.87,0.91,0.9,Proficient,Developing,Proficient,Proficient,Proficient,42059,2.42,2.27,0.054,0.287,0.084,0.768,0.234,0.628,0.008,0.82,0.107,0.004,4,0.643,0.927,0.246,0.976
17K770,P.S. 770 New American Academy,Elementary,268,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,0.81,0.85,0.72,0.91,0.95,0.9,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42068,,,0.019,0.19,0.011,0.585,0.06,0.414,0.011,0.675,0.09,0.134,2.8,0.545,0.942,0.181,0.966
18K066,P.S. 66,K-8,801,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.74,0.75,0.65,0.78,0.88,0.82,Proficient,Proficient,Proficient,Proficient,Proficient,42040,,,0.02,0.122,0.026,0.525,0.047,0.391,0.006,0.886,0.069,0.025,5.9,0.68,0.953,0.132,0.969
18K068,I.S. 068 Isaac Bildersee,Middle,464,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.8,0.86,0.7,0.89,0.85,0.89,Well Developed,Proficient,Proficient,Proficient,Proficient,42397,2.3,2.16,0.147,0.291,0.119,0.608,0.121,0.472,0.011,0.897,0.054,0.03,6.1,0.894,0.921,0.253,0.953
18K114,P.S. 114 Ryder Elementary,Elementary,551,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.8,0.77,0.72,0.85,0.87,0.84,Proficient,Developing,Developing,Proficient,Proficient,42046,,,0.129,0.229,0.08,0.715,0.176,0.572,0.018,0.817,0.094,0.062,5.1,0.667,0.924,0.246,0.95
18K115,P.S. 115 Daniel Mucatel School,Elementary,996,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.84,0.83,0.75,0.88,0.92,0.89,Proficient,Developing,Proficient,Well Developed,Proficient,41968,,,0.037,0.183,0.076,0.548,0.084,0.429,0.036,0.843,0.079,0.028,2.9,0.9,0.942,0.169,0.966
18K135,P.S. 135 Sheldon A. Brookner,Elementary,633,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.76,0.74,0.69,0.83,0.9,0.88,Proficient,Proficient,Proficient,Proficient,Proficient,42045,,,0.043,0.107,0.054,0.662,0.148,0.498,0.008,0.875,0.077,0.021,5.8,0.857,0.948,0.143,0.963
18K208,P.S. 208 Elsa Ebeling,Elementary,416,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.82,0.73,0.82,0.89,0.89,Proficient,Proficient,Proficient,Well Developed,Proficient,42124,,,0.019,0.236,0.113,0.527,0.063,0.44,0.012,0.93,0.034,0.017,1.8,0.967,0.94,0.215,0.963
18K211,I.S. 211 John Wilson,Middle,590,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.9,0.84,0.71,0.9,0.84,0.87,Well Developed,Proficient,Proficient,Proficient,Proficient,42318,2.68,2.46,0.041,0.246,0.117,0.594,0.124,0.446,0.007,0.868,0.107,0.012,4.7,0.864,0.927,0.23,0.961
18K219,P.S. 219 Kennedy-King,Elementary,486,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.88,0.75,0.74,0.76,0.86,0.86,Proficient,Developing,Proficient,Proficient,Proficient,42360,,,0.074,0.257,0.132,0.758,0.152,0.632,0.012,0.831,0.128,0.008,14.5,0.951,0.905,0.356,0.951
